date,dma,treatment_period,search stays on,revenue
24-Apr-12,559,0,1,23655.4632
24-Apr-12,560,0,1,193879.5336
24-Apr-12,561,0,0,133730.3016
24-Apr-12,563,0,0,153914.6232
24-Apr-12,564,0,1,105531.7176
24-Apr-12,565,0,0,36304.6824
24-Apr-12,566,0,0,145455.3936
24-Apr-12,567,0,1,165161.736
24-Apr-12,569,0,1,16844.9184
24-Apr-12,570,0,1,49818.3408
24-Apr-12,571,0,1,112005.6624
24-Apr-12,573,0,1,73769.148
24-Apr-12,574,0,1,60709.068
24-Apr-12,575,0,1,74333.3976
24-Apr-12,576,0,0,33387.2064
24-Apr-12,577,0,0,163839.672
24-Apr-12,581,0,0,36838.548
24-Apr-12,582,0,1,16101.8424
24-Apr-12,583,0,1,4695.048
24-Apr-12,584,0,1,12460.032
24-Apr-12,588,0,1,94834.2816
24-Apr-12,592,0,1,32589.1944
24-Apr-12,596,0,0,4945.2912
24-Apr-12,597,0,1,13785.5808
24-Apr-12,598,0,1,29886.7752
24-Apr-12,600,0,1,44653.0608
24-Apr-12,602,0,1,920759.832
24-Apr-12,603,0,1,29025.8352
24-Apr-12,604,0,1,31279.2696
24-Apr-12,605,0,1,36657.5976
24-Apr-12,606,0,0,15934.7232
24-Apr-12,609,0,0,222459.3864
24-Apr-12,610,0,1,39392.9784
24-Apr-12,611,0,0,31099.3344
24-Apr-12,612,0,1,63729.8496
24-Apr-12,613,0,0,353629.5336
24-Apr-12,616,0,1,191188.6128
24-Apr-12,617,0,0,174799.5264
24-Apr-12,618,0,1,547996.3128
24-Apr-12,619,0,1,85981.6368
24-Apr-12,622,0,0,141490.4472
24-Apr-12,623,0,1,551863.692
24-Apr-12,624,0,0,31963.1184
24-Apr-12,625,0,1,67236.8472
24-Apr-12,626,0,1,4631.7168
24-Apr-12,627,0,0,28995.6168
24-Apr-12,628,0,1,28807.1496
24-Apr-12,630,0,1,126723.4344
24-Apr-12,631,0,1,8417.6928
24-Apr-12,632,0,1,73805.1912
24-Apr-12,633,0,1,46682.9208
24-Apr-12,634,0,1,39479.9112
24-Apr-12,635,0,0,184064.1264
24-Apr-12,636,0,1,100100.0592
24-Apr-12,637,0,1,71738.4744
24-Apr-12,638,0,1,12138.7032
24-Apr-12,639,0,1,26456.2272
24-Apr-12,640,0,1,126018.3384
24-Apr-12,641,0,1,165981.9816
24-Apr-12,642,0,1,52172.82
24-Apr-12,643,0,1,23202.5112
24-Apr-12,644,0,0,19356.5808
24-Apr-12,647,0,1,11922.4872
24-Apr-12,648,0,1,70313.688
24-Apr-12,649,0,1,60011.496
24-Apr-12,650,0,1,158695.0776
24-Apr-12,651,0,1,29675.664
24-Apr-12,652,0,1,78338.2104
24-Apr-12,656,0,0,34408.26
24-Apr-12,657,0,1,26441.2728
24-Apr-12,658,0,1,81964.512
24-Apr-12,659,0,1,258083.9856
24-Apr-12,661,0,1,9284.7744
24-Apr-12,662,0,1,19389.384
24-Apr-12,669,0,1,79469.3736
24-Apr-12,670,0,1,71615.2896
24-Apr-12,671,0,0,109407.6144
24-Apr-12,673,0,0,31071.3624
24-Apr-12,675,0,1,54384.5664
24-Apr-12,676,0,0,39832.4952
24-Apr-12,678,0,0,110354.5584
24-Apr-12,679,0,0,75146.3496
24-Apr-12,682,0,1,63809.0064
24-Apr-12,686,0,0,112280.2776
24-Apr-12,687,0,0,47624.5152
24-Apr-12,691,0,0,79409.8296
24-Apr-12,692,0,0,36950.004
24-Apr-12,693,0,0,104261.8104
24-Apr-12,698,0,1,41924.2536
24-Apr-12,702,0,1,34770.42
24-Apr-12,705,0,0,36939.9096
24-Apr-12,709,0,1,55822.9824
24-Apr-12,710,0,0,16939.008
24-Apr-12,711,0,0,9761.8824
24-Apr-12,716,0,1,67766.7384
24-Apr-12,717,0,1,25058.3544
24-Apr-12,718,0,1,60297.048
24-Apr-12,722,0,1,56143.944
24-Apr-12,724,0,1,51412.3272
24-Apr-12,725,0,1,51757.416
24-Apr-12,734,0,0,19064.556
24-Apr-12,736,0,1,18665.3808
24-Apr-12,737,0,0,9974.6856
24-Apr-12,740,0,1,1826.9856
24-Apr-12,743,0,0,37446.12
24-Apr-12,744,0,0,146162.7288
24-Apr-12,745,0,0,9605.556
24-Apr-12,746,0,1,24045.84
24-Apr-12,747,0,0,7601.508
24-Apr-12,749,0,0,39825.648
24-Apr-12,751,0,0,327039.264
24-Apr-12,752,0,1,69713.0496
24-Apr-12,753,0,1,368106.768
24-Apr-12,754,0,1,19334.7288
24-Apr-12,755,0,0,14744.2176
24-Apr-12,756,0,1,27145.4976
24-Apr-12,757,0,0,56034.8352
24-Apr-12,758,0,0,27437.148
24-Apr-12,759,0,0,11322
24-Apr-12,760,0,1,20869.1568
24-Apr-12,762,0,1,24121.224
24-Apr-12,764,0,1,23512.86
24-Apr-12,765,0,1,91443.7584
24-Apr-12,766,0,1,4549.0464
24-Apr-12,767,0,1,11681.6328
24-Apr-12,770,0,1,235026.4896
24-Apr-12,771,0,1,36436.7232
24-Apr-12,773,0,1,12461.4792
24-Apr-12,789,0,1,94727.2608
24-Apr-12,790,0,1,152735.8896
24-Apr-12,798,0,1,1920.0888
24-Apr-12,800,0,1,55916.2872
24-Apr-12,801,0,0,57921.9048
24-Apr-12,802,0,0,17616.852
24-Apr-12,803,0,1,1820566.584
24-Apr-12,804,0,1,42780.744
24-Apr-12,807,0,1,841028.472
24-Apr-12,810,0,1,49702.6008
24-Apr-12,811,0,0,58984.8696
24-Apr-12,813,0,0,32921.0136
24-Apr-12,819,0,1,465971.2344
24-Apr-12,820,0,1,278028.2952
24-Apr-12,821,0,1,19627.1784
24-Apr-12,825,0,1,335684.4048
24-Apr-12,828,0,1,76410.36
24-Apr-12,839,0,1,162814.0248
24-Apr-12,855,0,1,74260.296
24-Apr-12,862,0,1,302845.5288
24-Apr-12,866,0,0,104180.4936
24-Apr-12,868,0,1,39822.9264
24-Apr-12,881,0,1,93001.2408
25-Apr-12,500,0,0,80625.9816
25-Apr-12,501,0,1,2279244.384
25-Apr-12,502,0,1,38544.4944
25-Apr-12,503,0,1,40701.6936
25-Apr-12,504,0,1,670306.104
25-Apr-12,505,0,0,392395.068
25-Apr-12,506,0,1,618398.1288
25-Apr-12,507,0,1,62209.8576
25-Apr-12,508,0,1,265032.9216
25-Apr-12,509,0,1,64486.9872
25-Apr-12,510,0,1,323559.7128
25-Apr-12,511,0,0,650805.5664
25-Apr-12,512,0,1,252074.6568
25-Apr-12,513,0,0,85509.3744
25-Apr-12,514,0,1,151924.2552
25-Apr-12,515,0,1,166376.1312
25-Apr-12,516,0,1,38195.5392
25-Apr-12,517,0,0,231500.268
25-Apr-12,518,0,1,130797.2592
25-Apr-12,519,0,1,62329.4208
25-Apr-12,520,0,1,47905.3656
25-Apr-12,521,0,0,135044.7624
25-Apr-12,522,0,1,37151.0496
25-Apr-12,523,0,1,80470.2312
25-Apr-12,524,0,1,509605.6032
25-Apr-12,525,0,0,29558.4264
25-Apr-12,526,0,1,24531.6456
25-Apr-12,527,0,1,211190.6088
25-Apr-12,528,0,0,890292.816
25-Apr-12,529,0,1,126770.9904
25-Apr-12,530,0,1,41467.6008
25-Apr-12,531,0,1,59464.4472
25-Apr-12,532,0,1,131024.3472
25-Apr-12,533,0,1,238734.828
25-Apr-12,534,0,0,364956.84
25-Apr-12,535,0,1,170178.5016
25-Apr-12,536,0,0,47976.9984
25-Apr-12,537,0,1,29527.0416
25-Apr-12,538,0,1,91317.3264
25-Apr-12,539,0,1,405574.6248
25-Apr-12,540,0,1,51039.7128
25-Apr-12,541,0,1,100800.1152
25-Apr-12,542,0,0,99115.7184
25-Apr-12,543,0,1,50179.0536
25-Apr-12,544,0,0,142338.9528
25-Apr-12,545,0,0,48691.6416
25-Apr-12,546,0,0,57991.3848
25-Apr-12,547,0,0,107979.0048
25-Apr-12,548,0,0,216480.7152
25-Apr-12,549,0,1,18291.5928
25-Apr-12,550,0,0,45628.3872
25-Apr-12,551,0,1,55071.8208
25-Apr-12,552,0,1,10443.2976
25-Apr-12,553,0,1,20895.1632
25-Apr-12,554,0,1,28870.0776
25-Apr-12,555,0,1,106934.2128
25-Apr-12,556,0,0,113976.18
25-Apr-12,557,0,0,106576.5528
25-Apr-12,558,0,1,7815.744
25-Apr-12,559,0,1,30217.1544
25-Apr-12,560,0,1,213637.572
25-Apr-12,561,0,0,143252.5752
25-Apr-12,563,0,0,144353.9376
25-Apr-12,564,0,1,98610.5808
25-Apr-12,565,0,0,19284.2208
25-Apr-12,566,0,0,152898.3648
25-Apr-12,567,0,1,150125.5224
25-Apr-12,569,0,1,12083.292
25-Apr-12,570,0,1,56413.8504
25-Apr-12,571,0,1,97096.6656
25-Apr-12,573,0,1,75928.392
25-Apr-12,574,0,1,71210.2896
25-Apr-12,575,0,1,71737.7328
25-Apr-12,576,0,0,27475.8696
25-Apr-12,577,0,0,128735.3376
25-Apr-12,581,0,0,32592.6936
25-Apr-12,582,0,1,18069.6096
25-Apr-12,583,0,1,3475.0152
25-Apr-12,584,0,1,16153.452
25-Apr-12,588,0,1,89709.6672
25-Apr-12,592,0,1,25229.6712
25-Apr-12,596,0,0,6380.6544
25-Apr-12,597,0,1,12416.4216
25-Apr-12,598,0,1,20035.5048
25-Apr-12,600,0,1,38560.4136
25-Apr-12,602,0,1,872133.984
25-Apr-12,603,0,1,31114.9152
25-Apr-12,604,0,1,28106.7912
25-Apr-12,605,0,1,34079.0832
25-Apr-12,606,0,0,20606.3496
25-Apr-12,609,0,0,229925.2248
25-Apr-12,610,0,1,40236.948
25-Apr-12,611,0,0,31059.612
25-Apr-12,612,0,1,65897.136
25-Apr-12,613,0,0,378235.5264
25-Apr-12,616,0,1,188266.716
25-Apr-12,617,0,0,188434.6704
25-Apr-12,618,0,1,542318.5872
25-Apr-12,619,0,1,84446.7552
25-Apr-12,622,0,0,127480.032
25-Apr-12,623,0,1,554805.828
25-Apr-12,624,0,0,34315.0992
25-Apr-12,625,0,1,69019.7544
25-Apr-12,626,0,1,7365.672
25-Apr-12,627,0,0,30248.5896
25-Apr-12,628,0,1,28975.176
25-Apr-12,630,0,1,123247.9728
25-Apr-12,631,0,1,10831.2984
25-Apr-12,632,0,1,80546.5656
25-Apr-12,633,0,1,46285.9848
25-Apr-12,634,0,1,47954.1024
25-Apr-12,635,0,0,218585.0664
25-Apr-12,636,0,1,104487.2424
25-Apr-12,637,0,1,64801.9728
25-Apr-12,638,0,1,8994.2904
25-Apr-12,639,0,1,11997.5472
25-Apr-12,640,0,1,120167.1
25-Apr-12,641,0,1,185811.4512
25-Apr-12,642,0,1,48936.744
25-Apr-12,643,0,1,25030.4256
25-Apr-12,644,0,0,13087.0008
25-Apr-12,647,0,1,27470.6712
25-Apr-12,648,0,1,81535.0824
25-Apr-12,649,0,1,49137.4656
25-Apr-12,650,0,1,148713.2928
25-Apr-12,651,0,1,28003.1328
25-Apr-12,652,0,1,72722.0304
25-Apr-12,656,0,0,39785.5152
25-Apr-12,657,0,1,31354.2072
25-Apr-12,658,0,1,88477.9776
25-Apr-12,659,0,1,201238.1496
25-Apr-12,661,0,1,12637.44
25-Apr-12,662,0,1,19868.22
25-Apr-12,669,0,1,71210.9736
25-Apr-12,670,0,1,53754.4512
25-Apr-12,671,0,0,100940.58
25-Apr-12,673,0,0,30044.7
25-Apr-12,675,0,1,52856.0784
25-Apr-12,676,0,0,38602.7784
25-Apr-12,678,0,0,104719.176
25-Apr-12,679,0,0,91496.1024
25-Apr-12,682,0,1,59949.1728
25-Apr-12,686,0,0,109079.4096
25-Apr-12,687,0,0,46521.432
25-Apr-12,691,0,0,94353.264
25-Apr-12,692,0,0,34834.1328
25-Apr-12,693,0,0,105976.8936
25-Apr-12,698,0,1,39383.7408
25-Apr-12,702,0,1,39653.676
25-Apr-12,705,0,0,36203.3496
25-Apr-12,709,0,1,52001.4456
25-Apr-12,710,0,0,15930.5832
25-Apr-12,711,0,0,8292.6072
25-Apr-12,716,0,1,70706.7576
25-Apr-12,717,0,1,26742.204
25-Apr-12,718,0,1,53049.6288
25-Apr-12,722,0,1,55941.84
25-Apr-12,724,0,1,51953.7168
25-Apr-12,725,0,1,47169.396
25-Apr-12,734,0,0,22651.2864
25-Apr-12,736,0,1,24658.0992
25-Apr-12,737,0,0,11952.8856
25-Apr-12,740,0,1,2433.9528
25-Apr-12,743,0,0,44090.784
25-Apr-12,744,0,0,132173.676
25-Apr-12,745,0,0,12269.52
25-Apr-12,746,0,1,22539.5928
25-Apr-12,747,0,0,6822.3672
25-Apr-12,749,0,0,34383.1824
25-Apr-12,751,0,0,346817.4192
25-Apr-12,752,0,1,64056.6864
25-Apr-12,753,0,1,340794.6696
25-Apr-12,754,0,1,15981.0264
25-Apr-12,755,0,0,14940.324
25-Apr-12,756,0,1,28722.348
25-Apr-12,757,0,0,47888.2512
25-Apr-12,758,0,0,35247.7872
25-Apr-12,759,0,0,10936.944
25-Apr-12,760,0,1,11527.5456
25-Apr-12,762,0,1,29777.1768
25-Apr-12,764,0,1,24502.2192
25-Apr-12,765,0,1,79713.3744
25-Apr-12,766,0,1,4490.6976
25-Apr-12,767,0,1,10721.988
25-Apr-12,770,0,1,243365.2056
25-Apr-12,771,0,1,40384.3464
25-Apr-12,773,0,1,17359.9776
25-Apr-12,789,0,1,103142.4408
25-Apr-12,790,0,1,130388.1624
25-Apr-12,798,0,1,1008.3456
25-Apr-12,800,0,1,40659.2352
25-Apr-12,801,0,0,45629.4672
25-Apr-12,802,0,0,16749.144
25-Apr-12,803,0,1,1945097.64
25-Apr-12,804,0,1,31117.0968
25-Apr-12,807,0,1,878507.136
25-Apr-12,810,0,1,44706.3048
25-Apr-12,811,0,0,65987.9568
25-Apr-12,813,0,0,38362.1256
25-Apr-12,819,0,1,529268.7312
25-Apr-12,820,0,1,272968.3584
25-Apr-12,821,0,1,19790.856
25-Apr-12,825,0,1,365528.7504
25-Apr-12,828,0,1,71211.5712
25-Apr-12,839,0,1,173663.3088
25-Apr-12,855,0,1,70533.7848
25-Apr-12,862,0,1,318233.268
25-Apr-12,866,0,0,114612.0768
25-Apr-12,868,0,1,49674.7872
25-Apr-12,881,0,1,86304.7152
26-Apr-12,500,0,0,83480.6232
26-Apr-12,501,0,1,2360711.664
26-Apr-12,502,0,1,34198.452
26-Apr-12,503,0,1,38185.1136
26-Apr-12,504,0,1,739842.912
26-Apr-12,505,0,0,371385.1008
26-Apr-12,506,0,1,607852.2384
26-Apr-12,507,0,1,51147.0576
26-Apr-12,508,0,1,257179.3128
26-Apr-12,509,0,1,60373.5552
26-Apr-12,510,0,1,315152.928
26-Apr-12,511,0,0,656211.7728
26-Apr-12,512,0,1,255794.544
26-Apr-12,513,0,0,85324.284
26-Apr-12,514,0,1,181551.924
26-Apr-12,515,0,1,163662.8976
26-Apr-12,516,0,1,32317.0848
26-Apr-12,517,0,0,237558.9888
26-Apr-12,518,0,1,138039.7032
26-Apr-12,519,0,1,55939.356
26-Apr-12,520,0,1,46263.6648
26-Apr-12,521,0,0,141988.1976
26-Apr-12,522,0,1,31293.9504
26-Apr-12,523,0,1,90601.3944
26-Apr-12,524,0,1,478821.6
26-Apr-12,525,0,0,18470.844
26-Apr-12,526,0,1,27699.912
26-Apr-12,527,0,1,223328.6136
26-Apr-12,528,0,0,901086.696
26-Apr-12,529,0,1,134537.2416
26-Apr-12,530,0,1,43491.42
26-Apr-12,531,0,1,63674.9568
26-Apr-12,532,0,1,126568.188
26-Apr-12,533,0,1,220507.5024
26-Apr-12,534,0,0,361788.048
26-Apr-12,535,0,1,179675.676
26-Apr-12,536,0,0,52503.6528
26-Apr-12,537,0,1,24553.044
26-Apr-12,538,0,1,99329.6448
26-Apr-12,539,0,1,426654.2304
26-Apr-12,540,0,1,58301.3592
26-Apr-12,541,0,1,90990.468
26-Apr-12,542,0,0,113508.8424
26-Apr-12,543,0,1,73908.8424
26-Apr-12,544,0,0,140524.4232
26-Apr-12,545,0,0,46969.8624
26-Apr-12,546,0,0,66349.7064
26-Apr-12,547,0,0,86749.452
26-Apr-12,548,0,0,231779.6784
26-Apr-12,549,0,1,26633.952
26-Apr-12,550,0,0,39251.484
26-Apr-12,551,0,1,54523.4832
26-Apr-12,552,0,1,9027.0576
26-Apr-12,553,0,1,23293.1376
26-Apr-12,554,0,1,32104.5552
26-Apr-12,555,0,1,86418.8712
26-Apr-12,556,0,0,119251.5336
26-Apr-12,557,0,0,115449.336
26-Apr-12,558,0,1,7596.8424
26-Apr-12,559,0,1,34976.9448
26-Apr-12,560,0,1,220744.4616
26-Apr-12,561,0,0,134881.992
26-Apr-12,563,0,0,145698.7824
26-Apr-12,564,0,1,113815.0728
26-Apr-12,565,0,0,37008.8496
26-Apr-12,566,0,0,159117.4584
26-Apr-12,567,0,1,166592.6856
26-Apr-12,569,0,1,12681.8496
26-Apr-12,570,0,1,47853.0432
26-Apr-12,571,0,1,96006.456
26-Apr-12,573,0,1,80967.3408
26-Apr-12,574,0,1,62473.9608
26-Apr-12,575,0,1,77687.6976
26-Apr-12,576,0,0,30323.772
26-Apr-12,577,0,0,144980.5896
26-Apr-12,581,0,0,41585.1408
26-Apr-12,582,0,1,16654.7088
26-Apr-12,583,0,1,2931.5808
26-Apr-12,584,0,1,14756.652
26-Apr-12,588,0,1,82421.8776
26-Apr-12,592,0,1,26786.2824
26-Apr-12,596,0,0,5639.94
26-Apr-12,597,0,1,18170.5392
26-Apr-12,598,0,1,24706.692
26-Apr-12,600,0,1,33825.348
26-Apr-12,602,0,1,815877.792
26-Apr-12,603,0,1,27583.3152
26-Apr-12,604,0,1,27794.772
26-Apr-12,605,0,1,36246.4848
26-Apr-12,606,0,0,18587.1744
26-Apr-12,609,0,0,205832.7144
26-Apr-12,610,0,1,48772.9008
26-Apr-12,611,0,0,25244.5248
26-Apr-12,612,0,1,77529.348
26-Apr-12,613,0,0,357105.6216
26-Apr-12,616,0,1,191089.0656
26-Apr-12,617,0,0,175894.8552
26-Apr-12,618,0,1,521895.8448
26-Apr-12,619,0,1,88794.2736
26-Apr-12,622,0,0,120447.6696
26-Apr-12,623,0,1,526469.8536
26-Apr-12,624,0,0,26771.1048
26-Apr-12,625,0,1,57466.4976
26-Apr-12,626,0,1,5977.44
26-Apr-12,627,0,0,30010.2336
26-Apr-12,628,0,1,33607.6344
26-Apr-12,630,0,1,124669.008
26-Apr-12,631,0,1,16337.5848
26-Apr-12,632,0,1,79804.368
26-Apr-12,633,0,1,39534.8184
26-Apr-12,634,0,1,44835.9336
26-Apr-12,635,0,0,170808.9768
26-Apr-12,636,0,1,91655.5176
26-Apr-12,637,0,1,64601.8128
26-Apr-12,638,0,1,9721.5984
26-Apr-12,639,0,1,10988.0136
26-Apr-12,640,0,1,118759.8024
26-Apr-12,641,0,1,180477.072
26-Apr-12,642,0,1,45273.2184
26-Apr-12,643,0,1,19116.7272
26-Apr-12,644,0,0,15120.6984
26-Apr-12,647,0,1,21859.9056
26-Apr-12,648,0,1,75842.1504
26-Apr-12,649,0,1,57278.7576
26-Apr-12,650,0,1,153949.3848
26-Apr-12,651,0,1,28232.3664
26-Apr-12,652,0,1,73620.6696
26-Apr-12,656,0,0,30567.4344
26-Apr-12,657,0,1,23832.0648
26-Apr-12,658,0,1,99004.8528
26-Apr-12,659,0,1,226341.8352
26-Apr-12,661,0,1,8160.7032
26-Apr-12,662,0,1,19700.9424
26-Apr-12,669,0,1,82289.8584
26-Apr-12,670,0,1,53915.5224
26-Apr-12,671,0,0,99631.404
26-Apr-12,673,0,0,25646.6016
26-Apr-12,675,0,1,55828.2816
26-Apr-12,676,0,0,36243.1008
26-Apr-12,678,0,0,92139.3936
26-Apr-12,679,0,0,78491.1024
26-Apr-12,682,0,1,56660.9832
26-Apr-12,686,0,0,102651.5088
26-Apr-12,687,0,0,51251.0688
26-Apr-12,691,0,0,78391.6056
26-Apr-12,692,0,0,29375.8272
26-Apr-12,693,0,0,95198.1624
26-Apr-12,698,0,1,43618.2336
26-Apr-12,702,0,1,32511.9384
26-Apr-12,705,0,0,49330.9872
26-Apr-12,709,0,1,51956.4672
26-Apr-12,710,0,0,22831.2144
26-Apr-12,711,0,0,9720.5184
26-Apr-12,716,0,1,84803.796
26-Apr-12,717,0,1,26134.9056
26-Apr-12,718,0,1,48293.7984
26-Apr-12,722,0,1,59741.8632
26-Apr-12,724,0,1,54544.7808
26-Apr-12,725,0,1,47575.1592
26-Apr-12,734,0,0,15938.0568
26-Apr-12,736,0,1,12798.8856
26-Apr-12,737,0,0,20556.5544
26-Apr-12,740,0,1,3152.052
26-Apr-12,743,0,0,37835.4024
26-Apr-12,744,0,0,137378.2032
26-Apr-12,745,0,0,10235.4048
26-Apr-12,746,0,1,24209.7552
26-Apr-12,747,0,0,7697.7864
26-Apr-12,749,0,0,48153.8736
26-Apr-12,751,0,0,335204.604
26-Apr-12,752,0,1,61701.48
26-Apr-12,753,0,1,348300.8496
26-Apr-12,754,0,1,15745.6224
26-Apr-12,755,0,0,13768.7976
26-Apr-12,756,0,1,22826.8872
26-Apr-12,757,0,0,55085.4
26-Apr-12,758,0,0,27890.0136
26-Apr-12,759,0,0,13025.1096
26-Apr-12,760,0,1,17403.2352
26-Apr-12,762,0,1,29662.1856
26-Apr-12,764,0,1,23555.088
26-Apr-12,765,0,1,100012.392
26-Apr-12,766,0,1,5605.8912
26-Apr-12,767,0,1,14876.4744
26-Apr-12,770,0,1,226073.0232
26-Apr-12,771,0,1,39080.6136
26-Apr-12,773,0,1,16955.5824
26-Apr-12,789,0,1,108545.832
26-Apr-12,790,0,1,156708.5544
26-Apr-12,798,0,1,1042.0056
26-Apr-12,800,0,1,44107.3296
26-Apr-12,801,0,0,49708.116
26-Apr-12,802,0,0,19305.8568
26-Apr-12,803,0,1,1896750.288
26-Apr-12,804,0,1,28742.7168
26-Apr-12,807,0,1,841087.584
26-Apr-12,810,0,1,47151.9864
26-Apr-12,811,0,0,72010.8504
26-Apr-12,813,0,0,38523.2256
26-Apr-12,819,0,1,506521.3176
26-Apr-12,820,0,1,292171.248
26-Apr-12,821,0,1,17955.5832
26-Apr-12,825,0,1,368246.3256
26-Apr-12,828,0,1,69332.6592
26-Apr-12,839,0,1,179257.608
26-Apr-12,855,0,1,69951.6432
26-Apr-12,862,0,1,336552.8976
26-Apr-12,866,0,0,129173.1768
26-Apr-12,868,0,1,34147.5336
26-Apr-12,881,0,1,100978.1928
27-Apr-12,500,0,0,78410.4768
27-Apr-12,501,0,1,2186168.616
27-Apr-12,502,0,1,33163.7904
27-Apr-12,503,0,1,30414.5208
27-Apr-12,504,0,1,703037.2032
27-Apr-12,505,0,0,364192.2576
27-Apr-12,506,0,1,547507.0008
27-Apr-12,507,0,1,74160.288
27-Apr-12,508,0,1,237790.3752
27-Apr-12,509,0,1,51818.328
27-Apr-12,510,0,1,329321.9448
27-Apr-12,511,0,0,665063.1648
27-Apr-12,512,0,1,236630.7504
27-Apr-12,513,0,0,71718.2424
27-Apr-12,514,0,1,151387.5672
27-Apr-12,515,0,1,163786.896
27-Apr-12,516,0,1,33134.04
27-Apr-12,517,0,0,240974.4384
27-Apr-12,518,0,1,120813.9768
27-Apr-12,519,0,1,69467.9616
27-Apr-12,520,0,1,45169.2144
27-Apr-12,521,0,0,125691.372
27-Apr-12,522,0,1,31656.5568
27-Apr-12,523,0,1,94977.8568
27-Apr-12,524,0,1,472623.6096
27-Apr-12,525,0,0,18525.4848
27-Apr-12,526,0,1,30725.856
27-Apr-12,527,0,1,213467.0112
27-Apr-12,528,0,0,836414.28
27-Apr-12,529,0,1,128333.736
27-Apr-12,530,0,1,29606.868
27-Apr-12,531,0,1,50208.3144
27-Apr-12,532,0,1,114829.5456
27-Apr-12,533,0,1,227948.7384
27-Apr-12,534,0,0,326974.2192
27-Apr-12,535,0,1,178291.62
27-Apr-12,536,0,0,46080.2952
27-Apr-12,537,0,1,26233.2288
27-Apr-12,538,0,1,93614.3208
27-Apr-12,539,0,1,400953.9384
27-Apr-12,540,0,1,44093.8512
27-Apr-12,541,0,1,91318.6872
27-Apr-12,542,0,0,89930.8512
27-Apr-12,543,0,1,55502.0496
27-Apr-12,544,0,0,140238.3528
27-Apr-12,545,0,0,47236.6656
27-Apr-12,546,0,0,72938.808
27-Apr-12,547,0,0,74021.4504
27-Apr-12,548,0,0,186244.9056
27-Apr-12,549,0,1,21826.8648
27-Apr-12,550,0,0,37945.8648
27-Apr-12,551,0,1,51977.376
27-Apr-12,552,0,1,11350.0584
27-Apr-12,553,0,1,20925.2232
27-Apr-12,554,0,1,31862.7072
27-Apr-12,555,0,1,92147.9112
27-Apr-12,556,0,0,117262.8936
27-Apr-12,557,0,0,85774.4136
27-Apr-12,558,0,1,7828.8696
27-Apr-12,559,0,1,28691.3736
27-Apr-12,560,0,1,199943.4528
27-Apr-12,561,0,0,121374.6264
27-Apr-12,563,0,0,149748.2208
27-Apr-12,564,0,1,95655.3264
27-Apr-12,565,0,0,25448.3712
27-Apr-12,566,0,0,148191.624
27-Apr-12,567,0,1,158593.5216
27-Apr-12,569,0,1,11828.8512
27-Apr-12,570,0,1,41001.12
27-Apr-12,571,0,1,120763.9728
27-Apr-12,573,0,1,82617.5232
27-Apr-12,574,0,1,78929.7984
27-Apr-12,575,0,1,82415.6064
27-Apr-12,576,0,0,27978.3792
27-Apr-12,577,0,0,152491.6152
27-Apr-12,581,0,0,30145.8096
27-Apr-12,582,0,1,16907.8536
27-Apr-12,583,0,1,3243.4992
27-Apr-12,584,0,1,10059.6816
27-Apr-12,588,0,1,69966.6552
27-Apr-12,592,0,1,27213.2568
27-Apr-12,596,0,0,6360.2568
27-Apr-12,597,0,1,10710.576
27-Apr-12,598,0,1,22611.8952
27-Apr-12,600,0,1,36677.8008
27-Apr-12,602,0,1,804392.136
27-Apr-12,603,0,1,25593.336
27-Apr-12,604,0,1,34673.7528
27-Apr-12,605,0,1,40846.4352
27-Apr-12,606,0,0,18573.3648
27-Apr-12,609,0,0,298045.584
27-Apr-12,610,0,1,38986.7256
27-Apr-12,611,0,0,28258.2288
27-Apr-12,612,0,1,60437.4048
27-Apr-12,613,0,0,355496.976
27-Apr-12,616,0,1,176705.1072
27-Apr-12,617,0,0,158495.148
27-Apr-12,618,0,1,501297.5952
27-Apr-12,619,0,1,80031.816
27-Apr-12,622,0,0,120679.956
27-Apr-12,623,0,1,533569.9032
27-Apr-12,624,0,0,29253.3624
27-Apr-12,625,0,1,77937.444
27-Apr-12,626,0,1,4632.3576
27-Apr-12,627,0,0,26385.3144
27-Apr-12,628,0,1,34058.9448
27-Apr-12,630,0,1,132549.804
27-Apr-12,631,0,1,12573.3528
27-Apr-12,632,0,1,87470.2944
27-Apr-12,633,0,1,29782.6416
27-Apr-12,634,0,1,34249.8672
27-Apr-12,635,0,0,210329.8992
27-Apr-12,636,0,1,91393.3584
27-Apr-12,637,0,1,66301.92
27-Apr-12,638,0,1,11654.136
27-Apr-12,639,0,1,10611.3672
27-Apr-12,640,0,1,131607.1728
27-Apr-12,641,0,1,158426.3664
27-Apr-12,642,0,1,44518.7736
27-Apr-12,643,0,1,16636.7376
27-Apr-12,644,0,0,16383.0312
27-Apr-12,647,0,1,11819.3328
27-Apr-12,648,0,1,67779.072
27-Apr-12,649,0,1,56726.8992
27-Apr-12,650,0,1,137169.972
27-Apr-12,651,0,1,26929.116
27-Apr-12,652,0,1,90254.52
27-Apr-12,656,0,0,31309.8552
27-Apr-12,657,0,1,22503.8592
27-Apr-12,658,0,1,72012.0816
27-Apr-12,659,0,1,196859.2248
27-Apr-12,661,0,1,8971.4232
27-Apr-12,662,0,1,17198.964
27-Apr-12,669,0,1,74762.0208
27-Apr-12,670,0,1,48524.4
27-Apr-12,671,0,0,109407.42
