id,anychildren,broadband,hispanic,race,region,spend
2406,1,0,0,white,S,11595
2407,1,1,0,white,S,892
2408,1,1,1,white,S,812
2409,1,1,1,white,W,478
2410,1,1,1,white,NE,7590
2411,1,1,0,white,S,44
2412,0,1,0,white,W,262
2413,1,1,0,white,NE,3259
2414,1,1,0,white,NE,441
2415,0,1,0,white,MW,6038
2416,0,1,0,white,S,1237
2417,0,0,0,white,S,577
2418,1,1,0,white,NE,2056
2419,0,1,0,white,W,1617
2420,0,1,0,white,S,1832
2421,1,1,0,white,NE,5684
2422,1,1,0,white,S,750
2423,1,1,0,white,W,24
2424,1,1,0,white,S,265
2425,1,1,0,white,MW,451
2426,1,1,0,white,MW,125
2427,0,1,0,white,NE,1481
2428,1,0,0,white,S,6
2429,0,1,0,white,NE,634
2430,0,1,1,white,MW,329
2431,1,1,0,white,NE,6947
2432,1,1,0,white,NE,542
2433,0,1,0,white,S,1255
2434,1,1,0,white,NE,5149
2435,1,1,1,white,W,280
2436,0,1,0,white,S,750
2437,1,1,0,white,S,64
2438,1,1,0,asian,S,213
2439,1,1,0,white,NE,1020
2440,1,1,0,white,S,676
2441,0,1,1,white,W,330
2442,0,1,1,white,S,227
2443,1,1,0,white,S,345
2444,0,1,0,white,S,467
2445,1,1,1,white,W,624
2446,1,1,0,white,S,228
2447,0,1,0,asian,S,7819
2448,1,1,0,white,MW,5837
2449,0,1,0,white,NE,205
2450,1,1,0,white,S,81
2451,1,0,0,white,S,60
2452,1,0,0,white,MW,320
2453,1,1,1,white,S,186
2454,1,1,0,white,MW,520
2455,1,1,0,white,NE,337
2456,1,1,0,white,W,106
2457,0,1,0,white,MW,921
2458,1,1,0,white,W,935
2459,0,1,0,white,S,36
2460,1,0,0,white,MW,325
2461,1,1,0,white,MW,199
2462,1,1,1,white,S,52
2463,0,1,0,white,S,824
2464,0,1,0,white,S,4090
2465,1,0,1,white,NE,280
2466,1,0,0,white,W,30
2467,1,1,1,white,S,224
2468,1,1,0,white,S,586
2469,1,1,1,white,S,808
2470,0,1,0,white,MW,63
2471,0,1,1,asian,W,1256
2472,1,1,0,white,W,575
2473,1,1,0,white,W,186
2474,0,1,0,white,S,2245
2475,1,1,0,white,W,2670
2476,1,1,0,white,W,333
2477,0,0,0,white,MW,647
2478,0,1,0,white,S,52
2479,0,1,0,white,NE,25
2480,1,1,1,white,MW,2248
2481,1,0,1,white,MW,284
2482,0,1,0,white,MW,158
2483,1,1,0,white,NE,2016
2484,1,1,1,white,W,953
2485,0,1,0,white,S,1206
2486,1,1,0,white,MW,125
2487,1,1,0,white,MW,2785
2488,0,1,0,white,W,81
2489,0,1,0,white,W,1568
2490,1,0,0,white,S,349
2491,1,0,0,white,S,161
2492,0,1,0,white,S,3069
2493,1,0,0,white,MW,718
2494,1,1,0,white,W,676
2495,1,0,0,white,MW,761
2496,0,1,0,white,S,879
2497,1,1,0,white,NE,226
2498,0,1,1,white,W,183
2499,0,1,0,white,S,54
2500,0,1,0,white,S,36
2501,1,1,0,white,W,599
2502,1,1,0,white,S,2836
2503,1,1,0,white,MW,1263
2504,1,1,1,white,W,5366
2505,1,0,1,white,S,588
2506,1,1,0,white,S,912
2507,0,1,0,white,S,1036
2508,1,1,0,white,MW,2556
2509,1,1,0,white,S,390
2510,1,1,0,white,S,3858
2511,1,1,0,white,W,564
2512,0,1,0,white,W,1109
2513,1,1,0,white,MW,154
2514,1,1,0,white,MW,8451
2515,1,1,0,white,S,475
2516,0,1,0,white,S,2297
2517,0,1,0,asian,W,850
2518,1,1,0,white,NE,3203
2519,1,1,0,black,MW,2588
2520,0,1,0,white,NE,700
2521,0,1,0,white,W,101
2522,1,1,0,white,S,302
2523,1,1,1,white,W,1295
2524,0,1,0,white,S,5887
2525,1,1,0,white,MW,3346
2526,0,0,1,white,S,250
2527,1,1,0,white,MW,828
2528,1,1,0,white,MW,296
2529,1,1,0,asian,W,8646
2530,0,1,1,white,W,544
2531,0,1,0,white,W,196
2532,1,1,0,white,S,299
2533,1,1,0,white,S,25
2534,0,0,0,white,W,34
2535,1,1,0,white,MW,4759
2536,1,0,0,white,MW,491
2537,0,1,0,white,S,2186
2538,1,1,0,white,W,638
2539,0,1,0,white,S,4508
2540,1,1,0,white,S,189
2541,1,1,0,white,MW,415
2542,0,1,1,white,S,255
2543,1,1,0,white,S,4505
2544,0,1,0,black,MW,224
2545,1,0,0,white,MW,387
2546,1,1,0,white,NE,740
2547,1,1,0,white,S,398
2548,1,1,0,white,MW,400
2549,0,0,1,white,S,372
2550,0,1,0,white,S,249
2551,0,0,1,white,W,264
2552,1,1,0,white,NE,431
2553,1,1,0,white,S,152
2554,1,1,0,white,S,10
2555,0,1,0,white,MW,111
2556,1,1,0,white,W,293
2557,0,1,0,white,W,254
2558,1,1,0,black,MW,280
2559,0,1,1,white,MW,130
2560,1,1,0,white,NE,1155
2561,1,1,0,white,S,81581
2562,0,1,0,white,NE,539
2563,0,0,0,white,MW,130
2564,1,1,0,white,W,275
2565,1,1,0,white,NE,143
2566,0,0,0,white,NE,132
2567,0,1,0,white,MW,718
2568,1,1,0,white,S,1042
2569,0,1,0,white,S,516
2570,1,1,0,white,NE,47
2571,1,1,0,white,S,1435
2572,0,1,0,white,S,1172
2573,0,1,0,white,S,7179
2574,1,1,0,white,S,74
2575,1,0,1,white,S,275
2576,1,1,1,white,S,112
2577,1,1,0,white,W,94
2578,1,1,0,white,NE,12139
2579,1,1,0,white,S,275
2580,0,1,0,white,MW,132
2581,1,1,0,white,MW,212
2582,1,1,1,white,W,296
2583,1,1,0,white,S,7859
2584,0,1,0,white,W,460
2585,0,1,1,white,MW,66
2586,0,1,0,white,MW,2835
2587,1,1,0,white,S,31
2588,1,1,1,white,MW,933
2589,1,1,0,white,W,2189
2590,0,1,0,white,S,37461
2591,1,1,0,white,S,752
2592,1,1,0,white,S,821
2593,1,1,0,white,S,129
2594,1,1,0,white,S,72
2595,0,1,0,white,S,915
2596,1,1,0,white,MW,694
2597,0,1,0,white,S,5130
2598,1,0,1,white,S,86
2599,1,1,0,white,W,654
2600,1,1,0,white,MW,3778
2601,0,1,1,white,W,198
2602,0,0,0,white,S,504
2603,1,1,0,white,MW,2257
2604,0,1,1,white,MW,328
2605,0,1,1,white,S,890
2606,1,1,0,asian,W,1766
2607,0,0,0,white,W,607
2608,1,1,0,white,MW,459
2609,1,1,0,white,NE,2364
2610,0,1,0,white,S,12
2611,1,1,0,black,NE,428
2612,0,1,0,white,S,8809
2613,0,1,0,white,NE,682
2614,0,1,0,white,W,558
2615,1,1,0,white,W,279
2616,1,1,1,white,NE,1189
2617,1,1,0,white,S,413
2618,1,1,0,white,S,701
2619,0,1,1,white,W,1974
2620,1,1,0,white,NE,1079
2621,1,1,0,white,S,108
2622,1,1,1,white,S,2476
2623,1,1,0,white,MW,1142
2624,0,1,0,black,S,30
2625,0,1,1,white,S,236
2626,0,1,0,white,MW,130
2627,0,1,0,white,S,674
2628,0,1,0,white,S,309
2629,1,1,0,white,S,398
2630,0,1,0,white,S,2385
2631,0,1,0,white,S,147
2632,1,1,1,white,W,220
2633,0,1,0,white,W,93
2634,1,1,0,white,W,373
2635,1,1,1,white,S,332
2636,1,0,0,white,S,25
2637,1,1,0,white,S,1519
2638,1,1,0,white,S,458
2639,0,1,1,white,W,62
2640,1,1,0,white,NE,27
2641,1,1,0,white,W,1025
2642,0,1,0,asian,W,15848
2643,1,1,0,black,S,398
2644,1,1,1,white,W,966
2645,0,0,0,white,S,312
2646,1,1,0,white,W,242
2647,1,0,0,white,NE,34
2648,1,1,0,white,S,257
2649,1,1,0,white,S,35
2650,1,1,0,white,S,128
2651,0,1,0,white,W,2742
2652,1,1,0,white,NE,238
2653,1,0,0,white,W,16995
2654,1,0,1,black,S,21
2655,0,0,1,white,S,477
2656,1,1,0,white,S,318
2657,0,1,1,white,MW,48
2658,1,1,0,white,S,432
2659,0,1,0,white,MW,1658
2660,1,1,0,white,S,516
2661,1,1,0,black,S,119
2662,0,1,0,white,W,678
2663,0,1,0,white,S,461
2664,1,0,0,white,NE,118
2665,1,1,0,white,NE,91
2666,0,1,0,white,NE,242
2667,1,1,0,white,W,732
2668,1,1,0,white,S,1349
2669,0,1,0,white,W,69
2670,0,1,0,white,S,550
2671,1,1,0,white,S,662
2672,0,0,0,black,NE,1824
2673,1,1,0,white,W,398
2674,0,1,0,white,W,2326
2675,0,1,0,white,MW,90
2676,1,1,0,white,S,3366
2677,1,1,1,white,W,259
2678,1,1,0,white,S,3885
2679,1,1,0,white,NE,484
2680,1,1,0,white,MW,67
2681,1,1,0,white,MW,17
2682,1,1,1,white,MW,530
2683,1,1,1,white,W,1133
2684,1,1,0,asian,S,275
2685,1,1,1,asian,NE,1355
2686,0,1,0,white,S,1742
2687,0,1,0,white,S,359
2688,1,1,0,white,W,387
2689,0,1,0,white,S,741
2690,0,0,0,black,NE,363
2691,1,1,0,white,MW,2818
2692,0,1,1,white,W,3607
2693,0,1,1,white,MW,31
2694,0,1,1,white,W,349
2695,1,1,0,white,NE,488
2696,0,1,0,white,W,324
2697,1,1,0,white,MW,722
2698,0,0,0,white,S,65
2699,0,1,0,white,W,1446
2700,1,1,1,white,MW,617
2701,1,1,0,white,S,6019
2702,1,1,1,white,MW,1791
2703,0,1,0,white,MW,231
2704,0,1,0,white,S,530
2705,0,1,0,black,S,2524
2706,0,1,0,white,MW,336
2707,1,1,0,white,S,166
2708,1,1,0,white,NE,6090
2709,1,1,1,white,MW,637
2710,0,1,0,white,MW,47
2711,1,1,0,white,S,49
2712,1,1,0,white,S,522
2713,1,1,1,white,S,108
2714,0,0,1,white,MW,574
2715,0,1,0,white,NE,1406
2716,1,1,1,white,S,194
2717,0,0,0,white,NE,121
2718,0,1,1,white,S,1112
2719,0,1,1,white,S,266
2720,1,0,1,white,W,213
2721,1,1,0,white,MW,297
2722,0,1,0,white,NE,312
2723,0,1,1,white,W,243
2724,1,1,0,white,MW,851
2725,1,0,0,white,NE,6684
2726,0,1,0,white,MW,1051
2727,1,0,1,white,S,40
2728,0,1,0,white,MW,16071
2729,0,1,0,white,W,1405
2730,1,1,0,white,MW,4418
2731,0,1,0,white,MW,4646
2732,1,1,0,white,W,2905
2733,1,1,0,white,S,1889
2734,1,1,0,white,S,56
2735,0,1,0,white,S,25
2736,1,1,1,white,NE,689
2737,1,0,0,white,NE,5037
2738,0,0,0,white,MW,255
2739,0,1,0,white,NE,675
2740,0,1,0,white,W,3726
2741,1,1,0,white,MW,16
2742,1,1,0,white,S,594
2743,1,1,0,white,W,96
2744,1,1,0,white,NE,14621
2745,1,1,0,white,MW,1124
2746,1,1,0,white,W,3465
2747,1,1,0,white,S,27
2748,0,1,1,white,MW,1378
2749,0,1,0,white,MW,393
2750,0,1,1,white,S,90
2751,1,1,0,white,S,30
2752,1,1,0,white,NE,592
2753,1,1,0,white,S,219
2754,0,1,0,white,S,1298
2755,1,1,0,white,S,63
2756,1,0,1,asian,S,1504
2757,0,1,1,white,S,467
2758,0,1,0,white,W,5827
2759,0,1,0,white,S,48
2760,1,1,0,white,MW,1388
2761,1,0,0,white,W,4798
2762,0,1,1,white,W,324
2763,1,0,0,white,S,447
2764,0,1,0,white,S,1502
2765,0,0,0,white,S,458
2766,1,1,0,white,S,539
2767,0,1,0,white,W,4416
2768,1,1,0,white,W,5481
2769,1,1,0,white,NE,671
2770,0,1,0,white,MW,253
2771,0,1,0,white,W,3000
2772,0,1,0,white,S,62444
2773,0,1,0,white,NE,2812
2774,0,1,1,white,S,1414
2775,1,1,0,white,NE,553
2776,1,1,0,white,S,4730
2777,1,1,0,white,S,76
2778,0,1,1,white,MW,858
2779,1,1,0,white,W,160
2780,1,1,1,white,MW,6775
2781,1,1,0,white,W,2582
2782,0,1,1,white,S,59
2783,1,1,0,white,S,120
2784,0,1,0,white,NE,13974
2785,0,1,0,white,NE,765
2786,1,1,0,white,S,1360
2787,0,1,0,white,NE,1058
2788,0,0,1,white,MW,61
2789,1,1,0,white,S,627
2790,1,1,1,white,W,10399
2791,1,0,0,white,S,1053
2792,1,1,0,white,S,915
2793,1,1,0,white,MW,1870
2794,1,1,0,white,MW,17339
2795,0,1,1,white,W,42
2796,1,1,0,white,W,178
2797,1,1,1,white,S,226
2798,0,0,0,white,NE,695
2799,1,0,1,white,NE,221
2800,0,1,0,white,W,622
2801,0,1,0,white,MW,9
2802,0,1,1,black,NE,1800
2803,0,1,0,white,S,849
2804,0,1,0,white,MW,102
2805,1,1,0,white,S,2569
2806,0,1,1,white,S,38
2807,1,0,0,white,S,192
2808,0,1,0,white,W,2230
2809,0,0,1,white,W,357
2810,1,1,0,white,NE,14
2811,1,1,0,white,W,306
2812,0,1,1,white,NE,7850
2813,1,1,0,white,W,3288
2814,0,1,1,white,W,1741
2815,1,1,0,white,MW,6739
2816,0,1,0,white,S,62
2817,1,0,0,white,MW,380
2818,1,1,0,white,S,643
2819,1,1,0,white,W,574
2820,1,1,0,white,S,3417
2821,1,1,1,white,S,32
2822,0,0,0,white,NE,566
2823,0,1,0,white,NE,102
2824,1,1,0,white,S,745
2825,1,0,1,white,W,180
2826,1,1,0,white,W,1816
2827,1,1,0,white,S,3554
2828,1,1,0,white,NE,76
2829,1,1,0,white,S,5675
2830,1,0,1,white,S,156
2831,1,1,0,white,NE,1815
2832,1,1,0,white,S,428
2833,1,1,0,white,NE,1553
2834,0,1,0,white,S,713
2835,1,1,0,white,MW,2216
2836,0,1,0,white,NE,199
2837,0,1,0,white,W,448
2838,1,1,0,white,S,71
2839,1,1,0,white,S,315
2840,0,0,0,white,NE,418
2841,1,1,0,white,W,100
2842,1,1,0,white,NE,2772
2843,1,1,1,white,W,8258
2844,0,1,0,white,S,98
2845,0,1,0,white,S,2055
2846,1,1,0,white,NE,355
2847,0,1,0,white,MW,647
2848,0,1,0,white,MW,160
2849,1,0,0,white,S,690
2850,1,1,0,white,MW,1865
2851,1,1,0,white,W,2480
2852,0,1,0,white,MW,130
2853,0,1,0,white,MW,756
2854,1,1,0,white,MW,462
2855,1,1,0,white,NE,34
2856,1,0,0,white,S,18
2857,0,1,0,white,S,578
2858,0,1,0,white,W,424
2859,1,1,0,white,MW,1703
2860,1,0,0,white,S,15
2861,1,1,1,white,MW,782
2862,0,1,1,white,NE,159
2863,1,1,1,white,W,389
2864,1,1,0,white,NE,1624
2865,0,1,0,white,W,69
2866,0,0,1,white,NE,153
2867,1,1,0,white,W,404
2868,1,1,0,white,S,316
2869,0,1,0,white,S,243
2870,0,1,0,white,S,273
2871,0,0,0,white,NE,1338
2872,1,0,0,white,NE,5
2873,1,0,0,white,MW,539
2874,1,1,0,white,MW,5367
2875,1,1,0,white,NE,48
2876,1,0,1,white,S,244
2877,0,1,1,white,S,15834
2878,1,1,0,white,S,3717
2879,1,1,0,white,NE,21
2880,0,1,0,white,S,1195
2881,1,1,0,white,NE,2776
2882,1,1,0,white,MW,209
2883,0,1,0,white,S,159
2884,1,0,0,white,W,422
2885,0,1,0,white,W,285
2886,0,1,1,white,S,273
2887,1,1,0,white,MW,1271
2888,1,1,1,white,W,124
2889,1,0,0,white,NE,264
2890,0,1,0,white,MW,735
2891,1,1,1,white,W,347
2892,1,0,1,white,S,296
2893,0,0,1,white,NE,12
2894,1,1,1,white,MW,31
2895,1,1,0,white,S,6117
2896,0,1,0,white,S,298
2897,0,1,1,white,MW,1094
2898,1,1,1,white,S,123
2899,0,1,0,white,MW,2354
2900,0,1,0,white,S,653
2901,0,0,0,white,MW,17237
2902,0,1,0,white,S,17
2903,1,1,0,white,W,129
2904,1,1,0,white,S,1370
2905,1,1,0,white,W,530
2906,1,1,1,white,MW,169
2907,1,1,0,white,W,5886
2908,0,1,0,white,MW,62
2909,1,0,0,white,S,63
2910,1,0,0,white,S,239
2911,1,0,0,white,S,584
2912,1,0,0,white,MW,3340
2913,0,1,0,white,NE,148
2914,0,1,0,white,MW,684
2915,1,1,0,white,MW,112
2916,0,1,0,white,MW,398
2917,1,1,0,white,W,2443
2918,0,1,0,white,W,2213
2919,0,1,1,white,W,504
2920,1,0,0,white,S,1635
2921,0,1,0,white,MW,1370
2922,0,1,0,white,S,27
2923,0,0,0,white,S,98
2924,0,1,0,white,NE,1326
2925,1,1,0,white,S,558
2926,0,1,0,white,S,1081
2927,1,1,0,white,S,622
2928,1,1,0,white,S,580
2929,1,1,0,white,S,3347
2930,1,1,0,white,MW,2807
2931,0,0,0,white,W,79
2932,0,1,0,white,W,75
2933,0,1,0,white,S,1578
2934,1,1,0,white,W,654
2935,0,1,0,white,S,170
2936,1,1,0,white,MW,3134
2937,1,1,0,white,MW,40
2938,1,1,1,white,S,22
2939,1,1,0,white,MW,677
2940,1,1,0,white,NE,305
2941,1,0,0,white,NE,5887
2942,0,1,1,white,W,960
2943,0,1,1,white,S,135
2944,0,1,0,white,S,382
2945,1,0,0,white,W,2177
2946,1,1,1,white,NE,4008
2947,1,0,1,white,W,2949
2948,0,1,0,white,S,1010
2949,0,1,0,white,W,980
2950,0,1,0,white,S,221
2951,1,0,0,white,S,265
2952,1,1,0,white,W,196
2953,1,1,1,white,W,802
2954,1,1,0,white,S,104
2955,1,1,0,white,MW,338
2956,1,1,0,white,MW,44
2957,1,0,0,white,W,119
2958,1,1,0,white,S,156
2959,0,1,0,white,S,584
2960,0,1,0,white,S,25
2961,0,1,0,white,W,5980
2962,0,1,0,white,S,166
2963,1,1,0,black,S,251
2964,1,0,0,white,S,22
2965,0,1,0,white,W,679
2966,0,1,1,white,S,964
2967,0,0,0,white,S,1480
2968,0,1,1,white,S,60
2969,0,1,0,white,NE,783
2970,1,1,1,white,S,207
2971,1,1,0,white,NE,10
2972,1,1,1,white,W,112
2973,1,0,0,white,MW,306
2974,1,1,1,white,S,644
2975,0,1,0,white,MW,341
2976,0,1,1,white,W,14
2977,1,1,0,white,S,1929
2978,0,0,0,white,W,2620
2979,0,1,1,white,W,52
2980,0,1,0,white,S,310
2981,1,0,0,white,MW,3358
2982,0,1,0,white,W,16
2983,0,0,1,white,NE,252
2984,1,1,0,white,NE,932
2985,0,1,0,white,S,188
2986,1,1,0,white,MW,693
2987,1,1,0,white,S,2941
2988,1,1,1,other,W,1149
2989,1,1,0,white,NE,1692
2990,1,1,0,white,MW,136
2991,0,1,0,other,NE,2128
2992,1,1,0,white,S,58
2993,1,1,1,white,W,2071
2994,1,0,0,white,MW,260
2995,1,0,0,white,NE,485
2996,1,1,0,white,MW,2087
2997,0,1,1,white,NE,6
2998,1,1,1,white,MW,37
2999,1,1,0,white,NE,5717
3000,0,1,0,white,W,65
3001,1,0,0,white,S,398
3002,0,1,0,white,MW,173
3003,0,0,0,white,W,474
3004,1,1,0,white,MW,1170
3005,1,1,0,white,S,31
3006,0,1,0,white,NE,391
3007,1,1,0,white,S,16
3008,1,1,0,black,S,8450
3009,0,0,0,white,MW,570
3010,1,1,0,white,MW,609
3011,1,1,0,white,S,2473
3012,1,1,1,white,W,2180
3013,0,1,0,white,W,1025
3014,1,1,0,white,NE,229
3015,0,1,0,white,MW,1063
3016,1,1,1,white,MW,290
3017,1,0,0,white,S,954
3018,1,1,0,white,MW,328
3019,1,1,1,white,MW,843
3020,1,1,1,white,S,357
3021,1,1,0,black,S,5661
3022,1,0,0,black,S,847
3023,0,0,0,black,S,40
3024,1,1,0,white,S,237
3025,1,0,0,white,MW,3693
3026,1,1,0,white,W,2759
3027,1,1,0,white,MW,865
3028,0,1,1,white,S,203
3029,0,0,0,white,S,150
3030,1,1,1,white,S,159
3031,1,1,0,white,S,130
3032,1,1,0,white,NE,196
3033,1,1,0,white,MW,980
3034,0,1,1,white,W,1486
3035,1,1,0,white,MW,1968
3036,1,1,0,white,MW,107
3037,0,1,0,white,W,718
3038,1,1,0,white,S,2864
3039,0,1,1,white,MW,398
3040,1,1,1,white,W,1288
3041,1,1,0,black,NE,5150
3042,1,1,0,white,NE,4434
3043,1,1,1,white,NE,33
3044,0,0,0,white,NE,55
3045,1,1,0,white,S,145
3046,0,0,0,white,W,1635
3047,0,1,0,white,NE,108
3048,0,1,0,white,S,380
3049,1,1,0,white,S,902
3050,0,1,0,white,S,8401
3051,1,1,0,white,MW,637
3052,0,1,0,white,S,233
3053,1,0,0,white,MW,715
3054,1,0,0,white,MW,2971
3055,1,1,0,white,S,55
3056,1,0,1,white,S,1975
3057,0,1,0,white,MW,7060
3058,0,1,0,white,W,960
3059,1,1,0,white,S,1297
3060,1,1,0,white,S,1066
3061,1,1,0,white,S,120
3062,1,1,0,white,S,1400
3063,0,1,0,white,NE,2465
3064,0,1,0,white,S,429
3065,1,1,0,white,MW,38933
3066,0,1,1,white,W,1228
3067,1,0,0,white,NE,1119
3068,0,1,1,white,W,3435
3069,0,0,0,black,MW,1213
3070,0,1,0,white,S,133
3071,1,0,0,white,S,191
3072,0,1,0,white,S,35
3073,1,0,0,white,NE,72
3074,1,1,0,black,S,546
3075,0,1,1,white,S,902
3076,1,1,1,white,W,1131
3077,0,1,0,black,S,2085
3078,1,1,1,white,MW,21
3079,1,1,1,white,S,440
3080,1,1,0,white,S,1224
3081,0,1,1,white,W,992
3082,1,1,1,white,NE,190
3083,0,1,1,white,S,159
3084,1,1,0,white,S,1838
3085,0,1,0,white,W,44
3086,1,0,0,white,S,55
3087,1,1,1,white,W,329
3088,0,1,0,white,S,1221
3089,1,0,0,white,S,298
3090,1,1,0,white,NE,297
3091,1,1,1,white,S,150
3092,1,1,0,white,NE,60
3093,0,0,0,black,S,2626
3094,1,0,0,white,NE,610
3095,0,1,0,white,S,1793
3096,1,1,0,white,S,151
3097,0,0,1,white,S,293
3098,0,1,0,white,NE,642
3099,1,1,0,white,S,32
3100,1,1,0,white,W,85
3101,1,0,1,white,MW,633
3102,1,1,0,white,MW,1138
3103,1,1,0,white,W,1692
3104,1,1,0,white,NE,4855
3105,1,1,1,white,W,311
3106,0,1,0,white,MW,3601
3107,1,1,0,white,NE,9107
3108,1,1,0,white,S,492
3109,1,1,0,white,W,251
3110,0,0,0,white,S,447
3111,0,1,0,white,NE,528
3112,1,1,0,white,S,4883
3113,1,1,0,white,MW,370
3114,0,1,0,white,MW,621
3115,1,1,0,white,S,59
3116,0,1,0,white,S,354
3117,1,1,0,white,S,4568
3118,0,1,1,white,W,129
3119,1,0,1,other,NE,395
3120,1,1,0,white,S,9449
3121,1,1,0,white,MW,11647
3122,1,1,0,white,MW,2390
3123,1,1,1,white,W,531
3124,1,1,0,white,NE,395
3125,1,1,0,white,S,672
3126,1,1,0,white,MW,3595
3127,0,1,0,white,NE,492
3128,1,0,0,white,MW,188
3129,1,1,0,white,S,489
3130,1,1,0,white,S,6623
3131,0,1,0,white,S,1351
3132,0,0,1,white,S,967
3133,0,1,0,white,W,751
3134,1,1,1,white,S,706
3135,1,0,0,white,W,53
3136,1,1,0,white,NE,171
3137,1,0,0,white,S,1310
3138,1,1,0,white,MW,153
3139,1,1,0,white,S,80
3140,1,1,0,white,MW,500
3141,0,0,1,white,MW,12
3142,0,0,0,white,NE,427
3143,1,1,1,white,W,2112
3144,1,1,0,white,NE,197
3145,1,1,1,white,S,1639
3146,1,1,0,white,NE,392
3147,1,1,0,white,NE,1134
3148,0,1,1,white,W,62
3149,0,0,0,white,MW,1152
3150,1,0,0,white,S,530
3151,1,1,0,white,S,1022
3152,0,1,0,asian,W,49
3153,0,0,1,white,S,34
3154,1,1,1,white,W,312
3155,1,1,0,white,S,749
3156,0,1,0,white,MW,846
3157,0,1,0,white,S,333
3158,1,1,1,white,MW,119
3159,1,1,0,white,S,1240
3160,1,1,1,white,W,321
3161,1,1,0,white,W,1593
3162,1,1,0,white,S,719
3163,0,1,0,white,MW,480
3164,1,1,0,white,MW,18
3165,0,1,0,asian,S,5672
3166,0,1,1,white,S,579
3167,0,1,0,white,S,5707
3168,1,1,1,white,W,1616
3169,0,0,1,white,S,32
3170,1,1,0,black,S,242
3171,0,1,1,white,W,4073
3172,1,1,0,white,S,1877
3173,1,0,0,white,MW,250
3174,0,1,0,white,NE,324
3175,1,1,0,white,S,147
3176,0,1,0,white,W,370
3177,1,0,1,white,S,426
3178,1,1,0,white,S,267
3179,1,1,0,white,NE,941
3180,1,1,0,white,MW,2429
3181,0,1,0,white,MW,319
3182,1,1,0,white,W,6930
3183,0,0,0,white,S,694
3184,1,1,0,white,NE,544
3185,0,0,0,white,S,79
3186,0,1,0,black,S,292
3187,1,0,0,white,W,25
3188,0,1,0,white,MW,887
3189,0,1,0,white,MW,390
3190,0,1,0,white,W,165
3191,0,0,0,white,NE,108
3192,1,0,0,white,MW,228
3193,1,1,0,white,S,62
3194,0,1,0,white,S,410
3195,1,1,1,white,W,994
3196,1,1,0,white,S,522
3197,1,1,0,white,S,535
3198,1,1,0,white,MW,104
3199,0,1,0,white,W,819
3200,1,1,1,white,W,256
3201,1,1,0,black,MW,672
3202,1,1,0,white,S,2007
3203,1,1,0,white,NE,9246
3204,1,1,0,white,W,586
3205,1,1,0,white,W,14504
3206,1,1,0,white,W,371
3207,1,1,0,white,S,308
3208,1,1,1,white,S,252
3209,1,1,0,white,W,41
3210,1,1,0,white,W,3
3211,0,1,0,white,MW,1441
3212,1,1,1,white,MW,230
3213,1,1,0,white,W,14589
3214,0,1,0,white,S,8225
3215,1,0,0,white,MW,142
3216,1,1,0,white,W,377
3217,1,1,0,white,W,907
3218,0,1,0,white,W,2433
3219,1,1,0,white,MW,166
3220,1,1,0,white,S,16482
3221,1,1,0,white,S,99
3222,0,1,0,white,MW,42
3223,1,1,0,asian,W,297
3224,1,1,0,black,W,123
3225,1,1,0,white,NE,496
3226,0,1,0,white,S,929
3227,1,1,0,white,W,4457
3228,1,1,0,white,MW,2526
3229,0,1,0,white,NE,216
3230,0,1,0,white,NE,4191
3231,0,0,1,white,NE,257
3232,1,1,0,white,MW,4111
3233,1,1,1,white,S,135
3234,1,1,0,white,W,1486
3235,1,0,0,white,W,2916
3236,1,1,0,white,MW,219
3237,1,1,0,white,NE,11720
3238,1,1,0,white,W,190
3239,0,1,1,white,MW,16
3240,1,0,0,white,MW,40
3241,0,1,0,white,S,20
3242,1,1,0,white,MW,161
3243,1,1,0,white,S,1099
3244,0,1,0,white,S,3660
3245,1,1,0,white,MW,1907
3246,1,1,1,white,NE,533
3247,1,1,0,white,S,3024
3248,1,1,0,white,W,15
3249,0,1,0,white,S,287
3250,1,1,0,white,S,30
3251,0,0,0,black,S,72
3252,1,1,0,white,S,149
3253,1,1,0,white,W,290
3254,1,0,0,white,S,208
3255,1,1,0,white,W,213
3256,0,0,0,white,MW,87
3257,0,1,0,white,W,127
3258,0,1,0,white,S,306
3259,1,0,0,white,S,32
3260,1,1,1,white,W,289
3261,0,1,1,white,W,2013
3262,1,1,0,white,W,435
3263,0,1,0,white,S,315
3264,1,1,0,white,S,1144
3265,0,0,0,white,W,948
3266,1,0,0,white,S,287
3267,1,1,0,white,MW,1551
3268,0,1,0,white,NE,198
3269,0,0,1,white,S,82
3270,1,1,0,white,MW,20
3271,1,1,0,white,NE,14210
3272,1,0,0,white,MW,1310
3273,1,1,0,white,W,538
3274,0,1,1,white,S,85
3275,1,1,1,white,NE,282
3276,1,0,0,white,MW,2150
3277,0,1,0,white,NE,331
3278,0,1,0,white,NE,140
3279,0,1,1,white,W,2825
3280,1,1,1,white,W,767
3281,1,1,0,white,S,545
3282,0,1,0,white,W,1963
3283,0,0,0,white,S,769
3284,1,1,1,white,W,2300
3285,0,1,0,white,S,13789
3286,0,1,0,white,W,57
3287,0,1,1,white,NE,1951
3288,1,1,0,white,NE,180
3289,1,0,1,white,W,16
3290,1,1,0,white,S,41
3291,0,1,1,white,S,2719
3292,1,0,1,white,W,18
3293,1,0,0,white,NE,245
3294,1,1,0,white,NE,7719
