Viewer,Show,Q1_Attentive,Q1_Excited,Q1_Happy,Q1_Engaged,Q1_Curious,Q1_Motivated,Q1_Comforted,Q1_Annoyed,Q1_Indifferent,Q2_Relatable,Q2_Funny,Q2_Confusing,Q2_Predictable,Q2_Entertaining,Q2_Fantasy,Q2_Original,Q2_Believable,Q2_Boring,Q2_Dramatic,Q2_Suspenseful
1101,My Name is Earl,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1101,Grey's Anatomy,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1119,Project Runway,2,2,2,2,3,1,2,2,4,3,4,1,2,5,1,4,3,1,4,3
1119,Lost,4,4,4,3,4,3,3,1,2,2,4,1,1,4,1,5,4,1,4,3
1128,Project Runway,5,4,5,5,5,3,3,1,1,3,5,3,3,5,1,5,4,1,3,4
1128,Monk,5,3,5,5,5,3,3,1,1,4,5,2,3,5,1,5,4,1,3,4
1128,America's Next Top Model,5,4,4,4,4,4,2,4,1,2,2,2,2,5,3,4,3,2,3,4
1128,Cold Case,4,3,3,3,4,3,2,4,3,2,2,4,3,3,1,3,3,3,4,4
1129,Project Runway,4,5,5,5,4,4,3,2,2,4,5,2,3,5,1,5,4,1,4,4
1129,House Hunters,4,4,3,4,4,3,1,2,2,3,2,2,4,4,2,3,3,2,4,4
1129,America's Next Top Model,4,4,3,4,4,3,2,2,2,3,2,2,4,4,2,3,3,2,4,4
1129,Law and Order: Criminal Intent,4,5,5,5,4,5,4,2,2,5,4,2,3,5,1,5,5,2,3,4
1129,CSI: Crime Scene Investigation,4,4,5,5,4,5,2,3,2,4,5,2,3,5,2,5,4,2,4,4
1130,Heroes,4,3,2,3,3,1,2,1,3,1,1,4,3,4,3,4,1,1,4,5
1132,America's Next Top Model,4,4,3,5,5,4,3,1,1,3,3,2,2,5,1,4,4,1,4,5
1132,Law and Order: Criminal Intent,5,5,4,5,4,5,3,1,2,4,4,2,2,5,2,5,4,1,5,5
1132,CSI: Crime Scene Investigation,5,5,4,5,5,5,3,1,2,4,2,2,3,5,1,5,4,1,5,5
1133,Trading Spaces: All Stars,4,4,4,4,4,4,3,1,1,4,3,1,4,4,1,4,5,4,1,1
1133,Bones,5,5,5,5,5,3,3,1,1,4,4,1,2,5,3,5,4,1,5,5
1134,America's Next Top Model,4,3,4,4,5,1,4,3,3,1,2,1,2,4,1,3,4,1,4,3
1134,Lost,4,4,4,5,4,1,4,2,1,1,3,1,4,4,1,5,3,1,3,4
1134,Dancing with the Stars,4,4,3,4,4,3,2,4,1,1,3,4,1,5,4,4,2,2,4,5
1134,Grey's Anatomy,5,5,5,5,4,3,4,1,1,2,5,1,1,5,1,3,4,1,4,1
1135,Project Runway,4,4,4,4,4,4,4,2,4,3,4,2,3,4,3,4,3,3,3,3
1135,Veronica Mars,5,5,4,5,5,5,5,2,4,3,4,1,1,5,3,4,2,1,4,5
1135,America's Next Top Model,4,4,4,4,4,4,4,3,4,3,3,3,3,5,2,5,3,3,4,4
1135,Law and Order: Criminal Intent,3,3,3,4,4,3,3,3,3,2,3,3,3,3,5,4,3,3,5,3
1136,Ugly Betty,5,5,1,5,5,1,5,5,1,2,5,5,1,5,2,5,3,1,5,5
1136,Grey's Anatomy,1,1,1,5,1,1,1,1,1,5,5,1,1,5,1,5,1,1,1,1
1137,Grey's Anatomy,4,4,4,4,3,2,4,1,1,3,4,2,3,4,3,3,3,1,4,3
1139,The Apprentice: Los Angeles,5,5,5,5,5,5,5,4,5,4,4,4,3,4,3,4,4,3,4,4
1139,The Biggest Loser,3,4,3,5,3,5,3,3,1,5,4,4,2,4,4,5,4,1,5,5
1139,Ugly Betty,4,3,4,3,4,4,4,2,3,4,2,3,3,4,5,5,2,2,2,4
1139,Lost,5,5,5,4,4,4,5,2,5,5,5,2,4,5,5,5,3,5,5,5
1139,Dancing with the Stars,5,5,5,5,4,5,4,3,4,1,1,1,1,3,5,3,3,3,2,1
1141,Trading Spaces: All Stars,2,3,2,2,4,2,1,1,1,3,3,2,2,3,2,2,3,2,2,3
1141,Las Vegas,4,3,2,4,4,2,2,3,3,3,2,3,3,3,2,2,3,2,4,4
1141,Law and Order: Criminal Intent,4,3,3,4,4,3,3,3,3,3,2,2,3,4,3,3,4,2,4,4
1141,Cold Case,5,4,3,5,5,3,3,2,2,3,2,2,3,4,2,4,4,2,4,4
1141,CSI: Crime Scene Investigation,4,4,2,4,4,2,2,2,2,3,4,3,3,4,3,4,4,3,4,4
1141,Grey's Anatomy,5,4,3,5,5,3,3,2,2,2,4,2,3,4,2,3,4,2,5,4
1144,Project Runway,3,4,4,4,4,2,2,4,3,3,5,1,3,4,5,3,3,2,5,4
1144,Friday Night Lights,5,5,5,5,5,5,5,1,1,4,4,1,2,5,2,5,4,1,5,4
1144,Las Vegas,5,5,5,5,5,5,5,1,3,4,4,2,2,5,4,5,4,5,5,3
1144,30 Rock,5,5,5,5,5,5,5,1,5,5,5,2,1,5,1,4,5,1,4,2
1144,America's Next Top Model,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,3,4,2,4,2
1145,Two and a Half Men,4,4,4,4,5,3,3,1,1,1,3,4,4,4,3,1,4,1,3,4
1145,CSI: Crime Scene Investigation,5,5,5,5,3,3,3,1,3,2,5,2,3,4,3,4,4,1,2,3
1146,America's Next Top Model,4,4,4,4,3,3,3,2,3,2,2,4,3,2,4,4,3,4,2,4
1149,House Hunters,4,3,4,4,4,3,3,1,2,4,4,2,2,5,3,4,4,1,4,4
1149,Monk,4,4,4,4,4,4,4,1,3,4,4,3,4,4,3,4,4,3,4,4
1149,The Closer,4,5,5,4,4,5,4,1,1,4,4,1,3,4,5,4,4,1,4,4
1149,Las Vegas,4,5,4,5,4,4,3,1,2,3,4,4,2,5,5,4,4,1,4,4
1151,Trading Spaces: All Stars,3,3,3,1,2,2,4,1,5,4,4,3,2,5,1,3,4,3,3,2
1151,Lisa Williams: Life Among the Dead,3,4,4,1,2,3,3,4,3,3,5,1,2,3,2,4,4,1,5,4
1151,Project Runway,4,2,3,3,3,3,1,3,4,3,2,2,1,3,3,3,3,3,2,4
1151,House Hunters,3,3,1,3,3,3,2,3,4,3,2,5,5,4,3,2,4,4,2,2
1151,American Chopper,2,3,4,3,2,2,3,4,4,3,2,3,2,2,3,1,3,4,4,2
1152,American Chopper,3,2,3,2,2,2,2,1,3,2,4,1,3,4,1,4,2,1,3,2
1152,Monk,3,2,3,2,3,3,2,2,4,1,4,1,3,3,1,2,4,2,3,1
1155,Trading Spaces: All Stars,4,4,3,5,4,2,2,1,1,1,3,2,3,4,3,3,2,3,3,4
1155,Project Runway,4,4,4,4,5,2,3,1,1,1,4,2,1,2,5,4,2,1,3,4
1155,America's Next Top Model,5,5,5,5,3,4,4,1,2,1,4,1,2,4,2,3,3,1,3,3
1155,Law and Order: Criminal Intent,5,3,3,3,5,2,1,1,2,3,3,1,1,3,4,2,2,1,4,3
1156,Grey's Anatomy,5,4,3,5,4,2,3,2,1,3,3,2,2,5,2,4,2,1,5,5
1159,Project Runway,5,5,4,5,5,4,4,2,2,3,4,1,3,4,2,5,3,1,5,5
1159,Heroes,5,5,5,5,5,5,5,1,1,3,5,1,2,5,2,5,3,1,5,5
1159,Grey's Anatomy,5,4,4,5,4,4,4,2,2,2,2,3,2,4,4,5,1,2,4,4
1160,Project Runway,5,5,5,5,5,3,5,3,1,5,4,1,3,5,3,5,3,1,5,5
1160,Grey's Anatomy,5,5,5,5,5,5,3,3,4,5,2,1,1,5,5,5,5,1,2,4
1161,America's Next Top Model,3,4,5,4,3,3,3,1,1,3,4,1,2,4,3,3,3,1,4,2
1161,Law and Order: Criminal Intent,3,3,3,3,3,3,3,1,2,3,2,1,2,4,4,4,3,1,3,3
1161,Ugly Betty,5,5,5,5,5,5,5,1,1,3,3,1,3,4,3,3,3,1,3,2
1161,Grey's Anatomy,5,5,5,5,5,5,5,1,1,4,4,1,4,4,4,4,3,1,4,4
1162,Project Runway,5,4,5,4,4,3,3,1,1,3,3,1,2,5,1,5,5,1,3,3
1165,The War at Home,5,5,4,5,4,3,3,1,1,4,5,1,4,5,3,5,2,1,2,4
1165,My Name is Earl,4,4,3,5,3,2,2,2,2,3,4,1,3,4,4,3,4,2,4,2
1166,Project Runway,5,4,3,3,5,4,2,2,4,1,3,2,3,4,1,5,2,1,4,4
1166,The Closer,4,4,4,4,4,3,4,1,4,3,5,1,3,4,1,2,4,1,5,3
1166,Las Vegas,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1166,America's Next Top Model,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1167,America's Next Top Model,3,3,2,3,1,4,2,3,3,3,2,1,5,5,2,5,3,2,5,2
1167,Grey's Anatomy,4,5,5,4,4,4,5,1,1,5,5,3,2,5,2,5,4,1,5,4
1169,Project Runway,5,3,5,5,5,2,3,3,1,3,4,1,3,5,1,5,5,1,4,3
1169,Monk,4,3,3,4,3,2,2,2,3,2,2,1,2,4,1,4,3,1,2,2
1169,The Closer,4,3,3,4,4,2,2,2,2,3,3,2,1,4,1,4,3,1,3,4
1169,America's Next Top Model,5,5,5,5,5,3,3,1,1,3,5,2,2,5,1,5,3,1,5,3
1169,CSI: Crime Scene Investigation,4,4,3,5,5,2,1,1,1,2,2,3,2,4,2,5,3,1,3,3
1169,Grey's Anatomy,5,5,3,5,5,2,2,1,1,2,2,4,1,5,1,5,4,1,5,5
1170,Monk,2,2,3,2,3,2,2,1,2,3,2,1,2,3,2,4,2,2,2,2
1170,Smallville,2,2,3,2,3,2,2,2,2,2,2,2,3,3,4,2,1,1,2,2
1170,Las Vegas,2,2,2,2,3,3,2,2,2,4,2,2,2,3,2,2,4,1,3,3
1170,America's Next Top Model,2,2,2,2,3,3,2,2,2,3,4,2,1,4,2,4,3,1,2,3
1170,The Apprentice: Los Angeles,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,3,3,2,2,2
1170,CSI: Crime Scene Investigation,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,4,2,3,2
1171,Smallville,4,3,3,4,4,3,3,3,3,3,2,3,3,3,1,3,3,3,4,3
1171,Cops,4,3,3,4,4,3,3,3,3,3,3,2,2,3,1,3,3,2,4,4
1171,Las Vegas,3,3,3,4,4,3,3,3,3,3,3,2,2,4,1,3,2,2,4,3
1171,Law and Order: Criminal Intent,4,3,3,4,4,3,3,3,3,4,2,3,2,4,3,3,2,2,4,4
1171,CSI: Crime Scene Investigation,4,4,3,4,4,3,3,3,3,4,3,2,2,4,1,3,4,2,3,3
1171,Grey's Anatomy,4,3,4,4,4,3,3,1,3,3,3,2,3,4,1,4,4,2,3,3
1172,Cops,2,3,1,3,4,1,1,2,3,2,1,4,3,2,2,2,4,3,5,3
1172,The Apprentice: Los Angeles,4,4,3,4,4,2,3,3,3,3,3,2,2,4,3,4,3,2,5,3
1172,Grey's Anatomy,5,5,4,5,4,4,3,3,2,5,3,2,3,5,2,5,4,1,4,5
1174,Lost,4,5,3,5,5,3,3,1,2,4,3,4,3,5,3,4,2,1,4,5
1174,Grey's Anatomy,3,4,4,4,4,3,3,2,3,4,4,2,4,5,2,4,4,2,5,4
1175,American Chopper,5,5,4,5,5,5,3,1,1,4,3,3,1,5,5,4,2,1,5,5
1175,Cops,5,5,5,5,5,5,5,3,1,5,5,1,3,5,4,5,2,1,2,2
1175,Law and Order: Criminal Intent,5,5,1,5,5,5,1,1,3,3,1,4,4,5,2,2,3,1,5,5
1175,My Name is Earl,5,5,5,5,5,5,5,1,1,5,5,4,1,5,1,5,5,1,4,5
1175,CSI: Crime Scene Investigation,5,5,4,5,5,5,4,4,1,5,5,1,1,5,1,5,5,2,4,5
1176,Trading Spaces: All Stars,4,3,3,5,3,4,3,1,1,3,2,1,1,5,1,3,4,1,5,5
1176,Project Runway,3,3,5,5,3,3,3,2,2,2,4,1,2,5,1,4,3,1,3,3
1176,The Closer,4,4,4,4,3,3,2,1,1,2,5,1,2,5,1,5,2,1,3,4
1176,Friday Night Lights,2,3,3,4,2,2,2,1,3,2,3,1,3,3,1,3,3,1,1,2
1176,30 Rock,4,4,4,4,2,3,2,1,2,2,5,1,2,5,1,5,2,2,1,2
1177,Monk,4,3,3,3,4,2,3,2,2,2,3,2,3,3,2,5,3,1,2,3
1177,Smallville,5,5,5,5,1,5,5,1,1,4,3,1,2,5,5,5,5,1,5,5
1177,Law and Order: Criminal Intent,5,5,5,5,5,5,5,1,1,5,5,1,3,5,5,5,5,1,5,5
1177,CSI: Crime Scene Investigation,5,5,5,5,5,5,5,1,5,4,3,2,1,5,2,4,5,1,4,4
1177,Heroes,3,3,3,3,3,3,3,3,3,4,4,3,3,3,1,3,3,4,3,3
1181,Cops,5,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,5,5
1181,Two and a Half Men,4,2,4,2,2,2,2,1,1,3,4,2,3,4,2,2,3,2,3,3
1181,Dancing with the Stars,4,3,3,5,3,3,2,4,3,5,2,2,2,3,1,2,4,2,2,4
1182,Law and Order: Criminal Intent,4,4,2,4,3,2,3,3,4,1,1,1,2,4,2,2,3,1,2,3
1183,Trading Spaces: All Stars,5,4,5,5,4,4,4,1,1,3,4,1,2,5,1,5,5,1,3,4
1183,Project Runway,5,4,5,5,5,4,3,1,2,3,3,2,3,4,2,5,4,1,4,4
1183,America's Next Top Model,5,4,4,4,4,5,3,1,2,4,3,1,2,5,1,5,5,1,4,3
1183,Bones,5,5,5,5,4,4,4,1,2,4,4,1,2,5,1,5,4,1,5,3
1183,The Biggest Loser,4,4,4,3,4,4,4,2,1,4,4,1,3,5,1,5,4,2,3,3
1183,Ugly Betty,4,5,5,5,4,4,4,1,1,3,5,2,2,5,4,5,4,1,4,2
1184,American Chopper,4,4,4,4,4,4,4,3,3,4,2,2,3,5,4,4,3,1,5,5
1184,Cops,4,4,3,4,4,4,4,3,4,4,4,4,5,4,2,4,4,3,3,3
1184,Las Vegas,4,3,4,3,2,3,4,2,4,4,4,2,4,4,4,3,3,3,3,2
1184,The War at Home,4,4,4,4,4,4,4,2,4,4,4,2,3,5,3,5,4,2,4,2
1185,Project Runway,2,3,4,2,2,2,2,2,4,2,5,1,4,4,1,4,2,2,1,2
1185,Cops,5,4,4,4,5,3,3,2,1,2,3,2,3,4,2,4,4,1,4,4
1185,America's Next Top Model,3,3,4,4,3,4,3,3,3,2,3,2,4,4,3,3,3,2,2,2
1185,My Name is Earl,4,4,4,4,4,4,4,4,2,2,3,1,4,4,3,4,3,2,3,3
1185,Dancing with the Stars,4,3,2,4,5,3,1,2,2,2,2,3,3,4,4,5,1,1,4,5
1185,CSI: Crime Scene Investigation,4,4,4,4,4,2,2,2,2,2,4,2,2,5,3,5,5,2,4,5
1187,Trading Spaces: All Stars,4,4,4,4,4,4,3,4,2,4,2,2,4,4,2,2,4,1,4,4
1187,Project Runway,4,4,4,4,4,4,2,4,4,4,4,2,3,4,2,4,4,2,4,4
1187,House Hunters,4,4,4,4,4,4,3,4,4,2,4,4,3,4,4,4,4,2,4,4
1187,America's Next Top Model,4,4,4,4,4,4,3,2,4,4,4,2,3,4,2,4,4,3,4,3
1188,Trading Spaces: All Stars,4,4,2,4,4,2,2,1,1,3,1,2,3,4,1,3,4,1,5,5
1188,Veronica Mars,3,4,5,4,1,1,4,1,1,4,5,2,4,5,2,4,4,1,3,2
1188,The War at Home,5,5,3,5,5,5,2,1,1,3,3,2,3,5,2,4,4,1,4,5
1188,Law and Order: Criminal Intent,5,4,4,4,4,4,2,2,3,3,4,4,2,5,3,5,3,1,5,4
1188,Two and a Half Men,4,5,5,3,1,2,4,1,1,5,5,1,5,5,1,5,5,1,5,1
1188,CSI: Crime Scene Investigation,5,3,5,3,4,5,4,2,1,5,5,1,5,5,1,5,5,1,1,1
1190,Monk,2,4,4,4,2,4,4,1,4,2,4,4,3,4,2,3,3,1,4,4
1190,Veronica Mars,4,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4
1190,Smallville,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1190,The Apprentice: Los Angeles,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1191,American Chopper,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1191,Monk,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1191,CSI: Crime Scene Investigation,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1192,America's Next Top Model,4,3,3,3,3,3,3,3,4,1,3,1,2,4,1,3,4,2,2,2
1192,The War at Home,4,4,4,4,3,3,1,1,4,4,4,1,4,5,1,3,3,2,2,2
1192,Ugly Betty,4,4,4,4,5,4,4,2,3,3,5,3,4,4,3,5,3,2,4,4
1192,Lost,4,4,3,4,4,3,3,4,3,1,1,5,3,4,4,5,1,3,5,5
1192,Dancing with the Stars,5,5,5,5,5,3,5,1,1,5,4,1,3,5,2,4,4,1,5,3
1192,Grey's Anatomy,3,2,2,3,2,3,3,4,5,1,1,2,5,4,2,3,4,3,2,3
1193,Monk,3,3,3,3,3,3,3,3,3,1,4,3,3,4,1,4,4,1,4,4
1193,Cops,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1193,Law and Order: Criminal Intent,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1193,Cold Case,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1193,Two and a Half Men,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1193,CSI: Crime Scene Investigation,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1194,Ugly Betty,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1194,Lost,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1194,CSI: Crime Scene Investigation,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1194,Heroes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1196,Project Runway,3,4,4,3,2,1,3,2,1,3,4,1,3,3,1,4,1,2,2,2
1196,The Closer,4,4,4,3,3,3,2,2,2,4,2,2,2,4,2,5,4,2,4,5
1196,Cops,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3
1196,Law and Order: Criminal Intent,3,3,3,4,3,3,3,2,2,2,2,3,2,4,3,4,4,2,4,4
1196,Two and a Half Men,3,3,4,3,3,3,3,3,3,2,4,3,1,4,2,3,1,2,2,2
1199,Law and Order: Criminal Intent,4,4,3,4,4,3,3,2,2,2,3,2,3,4,3,3,3,2,4,4
1200,Law and Order: Criminal Intent,5,4,5,5,5,4,4,2,2,3,4,1,2,5,2,5,3,1,5,4
1200,The Biggest Loser,4,3,3,5,4,4,2,3,3,2,3,2,4,5,4,3,3,2,4,5
1200,Grey's Anatomy,3,5,5,3,5,5,3,1,1,3,4,1,1,5,1,5,5,1,4,4
1201,Trading Spaces: All Stars,4,4,4,4,4,4,4,2,1,3,4,1,1,5,5,3,4,1,4,2
1201,Project Runway,5,5,5,5,4,4,3,3,1,1,5,1,5,5,1,4,5,1,4,3
1201,House Hunters,4,4,5,5,4,1,4,3,1,5,4,1,3,4,1,1,3,1,2,2
1202,Law and Order: Criminal Intent,4,4,4,4,4,4,4,2,2,5,5,3,3,5,3,4,4,1,4,5
1202,Ugly Betty,4,4,4,4,4,4,4,2,2,5,5,1,3,5,1,5,5,1,4,4
1203,Grey's Anatomy,5,3,4,5,5,2,3,2,1,2,4,2,1,5,1,4,3,1,4,3
1204,Smallville,5,5,4,5,4,3,3,3,1,4,3,2,2,5,4,5,4,1,5,5
1207,Project Runway,3,3,4,3,3,2,2,1,1,3,4,1,3,4,2,5,5,2,2,2
1207,Cops,4,5,5,5,5,3,3,3,1,3,4,2,3,5,4,2,3,1,4,3
1207,America's Next Top Model,4,4,4,4,4,3,2,3,2,3,3,3,3,5,5,5,3,2,5,4
1207,Law and Order: Criminal Intent,4,3,2,2,4,3,1,2,2,2,4,2,2,5,3,4,5,3,5,5
1208,Project Runway,4,4,4,5,5,4,4,4,4,2,3,1,3,4,2,5,3,1,3,1
1208,American Chopper,4,4,4,4,4,4,4,4,4,3,5,2,5,5,3,4,4,2,5,3
1208,Cops,4,5,3,5,5,3,2,4,3,3,5,2,4,5,3,3,4,2,5,4
1208,CSI: Crime Scene Investigation,4,4,4,5,4,4,4,2,4,4,4,4,4,5,2,4,5,1,5,3
1208,Grey's Anatomy,4,4,4,4,1,4,4,1,2,5,5,1,2,5,2,5,5,1,2,2
1209,Trading Spaces: All Stars,3,3,4,3,3,3,3,1,2,4,4,1,3,4,1,4,4,2,2,2
1209,Project Runway,5,4,5,5,4,3,4,1,1,3,5,2,2,5,3,4,2,1,3,4
1209,Monk,5,5,4,5,5,5,3,1,1,3,4,2,2,5,5,5,2,1,5,5
1209,The Closer,5,5,5,5,4,4,3,1,1,3,5,2,2,5,2,4,4,2,5,5
1214,Trading Spaces: All Stars,3,5,4,4,4,5,3,1,3,5,4,2,3,5,2,5,5,1,5,3
1214,Close to Home,3,5,3,5,4,5,4,2,3,3,4,2,3,5,3,4,5,1,5,3
1214,Cold Case,3,5,3,5,4,4,4,5,3,4,2,3,3,5,3,5,5,1,4,3
1214,CSI: Crime Scene Investigation,4,5,3,5,4,4,5,5,3,4,4,3,2,5,3,5,5,3,5,3
1214,Grey's Anatomy,3,4,3,5,4,4,3,2,3,4,2,3,2,5,3,4,5,1,3,3
1216,The Apprentice: Los Angeles,4,3,3,4,4,2,4,2,2,3,3,1,3,4,2,3,4,2,3,3
1218,Project Runway,4,4,4,4,4,4,4,4,2,3,5,2,3,4,2,4,4,1,4,3
1219,Trading Spaces: All Stars,5,4,4,5,4,3,3,2,2,2,4,1,2,4,1,3,4,1,2,3
1219,Project Runway,4,4,4,4,2,1,3,1,2,4,4,2,2,3,2,3,4,1,4,3
1219,Law and Order: Criminal Intent,4,4,4,4,4,4,3,2,3,4,4,3,2,4,3,4,3,2,3,3
1219,Ugly Betty,3,4,3,2,3,3,3,3,2,3,4,3,4,4,4,4,3,3,4,3
1219,Dancing with the Stars,4,3,3,2,2,4,3,3,3,2,4,3,4,3,3,3,3,3,3,3
1221,Project Runway,3,3,3,3,2,3,3,2,2,3,4,2,2,4,2,4,3,2,2,2
1223,Smallville,3,3,2,4,4,2,3,2,2,3,4,3,4,4,4,4,1,2,4,4
1223,The Apprentice: Los Angeles,5,4,5,4,5,3,4,2,2,5,5,3,4,5,2,5,5,2,4,2
1223,My Name is Earl,5,5,4,5,5,5,2,4,3,4,3,3,3,5,2,4,5,2,5,5
1223,Ugly Betty,3,4,4,4,4,2,3,2,2,3,5,2,4,5,2,5,2,1,3,2
1223,Lost,5,4,3,5,4,3,2,3,2,3,2,2,1,4,5,5,2,2,5,5
1223,Dancing with the Stars,5,5,5,5,4,5,5,2,1,4,4,1,2,5,2,5,5,2,3,3
1224,Trading Spaces: All Stars,3,3,3,4,3,2,3,1,1,2,3,1,2,5,1,5,5,1,3,4
1224,Project Runway,4,2,3,4,3,1,2,2,1,2,2,3,2,4,1,3,4,1,4,4
1224,Law and Order: Criminal Intent,2,2,2,2,2,2,2,1,4,2,4,2,3,3,1,3,2,1,2,2
1224,My Name is Earl,3,3,3,3,2,2,2,2,3,2,4,2,3,4,1,4,4,1,2,2
1224,Ugly Betty,2,2,3,3,2,1,2,2,3,3,2,1,3,3,1,3,3,3,2,2
1224,Two and a Half Men,3,3,4,4,2,1,3,1,2,3,5,1,3,4,1,4,4,1,2,2
1225,Cops,4,3,4,3,4,2,4,2,3,4,3,2,4,3,2,2,4,3,4,3
1225,Friday Night Lights,4,4,3,4,4,4,2,3,3,2,4,4,2,4,3,4,2,3,4,4
1225,Lost,4,4,3,4,4,3,3,4,3,2,2,4,2,4,3,3,1,2,4,4
1225,CSI: Crime Scene Investigation,4,4,4,4,4,4,3,3,2,4,3,2,4,4,3,3,4,3,4,3
1225,Heroes,3,3,2,2,2,2,2,3,4,2,4,2,4,3,3,3,4,3,3,3
1225,Grey's Anatomy,5,5,5,5,5,5,5,1,1,2,4,2,1,5,5,5,2,1,5,5
1226,Project Runway,4,4,4,4,4,4,2,1,2,3,3,1,2,5,1,5,4,1,4,3
1226,CSI: Crime Scene Investigation,4,4,2,5,5,3,2,1,4,4,5,2,4,5,1,5,4,1,5,5
1228,Monk,5,5,5,5,5,5,5,1,3,4,3,2,1,5,4,3,5,1,4,2
1228,Veronica Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1228,The War at Home,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,1,5,5
1228,The Unit,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
1230,Veronica Mars,5,5,5,5,5,5,5,5,2,1,5,1,5,5,4,5,5,2,1,1
1230,Supernatural,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
1230,Smallville,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1230,Cops,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
1230,Friday Night Lights,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
1230,Close to Home,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
1231,Trading Spaces: All Stars,4,4,4,4,3,3,4,2,3,3,5,2,2,5,2,5,3,2,4,2
1231,Project Runway,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4
1231,House Hunters,3,3,3,3,4,3,2,2,3,2,2,2,3,4,2,4,3,2,3,2
1231,The Apprentice: Los Angeles,3,3,4,4,4,3,3,3,3,3,4,1,3,4,2,4,3,2,3,2
1231,Dancing with the Stars,4,3,4,4,4,4,3,3,3,3,3,2,4,4,2,5,5,2,3,3
1232,Monk,2,3,3,4,4,3,2,2,2,1,3,2,3,4,5,4,2,2,3,3
1232,Smallville,4,4,4,3,4,4,4,3,4,2,3,2,4,4,4,3,2,2,4,4
1232,Cops,4,4,3,4,4,4,3,4,4,5,5,2,5,5,1,5,5,3,3,5
1232,Las Vegas,3,4,4,3,3,4,3,3,2,2,4,2,4,4,4,5,4,2,4,3
1235,30 Rock,4,4,5,4,3,3,3,1,3,4,5,2,3,5,2,5,3,1,3,2
1235,My Name is Earl,5,5,5,5,3,4,4,2,3,3,5,3,3,5,2,5,3,1,3,2
1235,Two and a Half Men,5,5,5,5,3,4,2,1,1,4,5,2,2,5,2,5,3,1,3,2
1236,Grey's Anatomy,5,5,4,5,5,4,4,1,2,4,3,1,2,5,2,3,3,1,5,4
1238,Las Vegas,4,2,2,4,3,2,1,1,1,2,1,2,3,4,1,2,3,1,5,5
1238,The Unit,3,2,2,2,1,1,1,1,1,2,3,1,2,3,1,3,3,1,4,3
1238,Cold Case,3,1,5,2,2,1,2,2,1,5,5,1,1,4,1,3,4,1,1,1
1238,Bones,2,2,2,3,3,2,1,1,1,2,2,1,2,4,1,3,3,1,4,4
1238,Two and a Half Men,3,3,1,2,3,2,1,1,1,1,1,1,1,4,1,2,2,1,4,4
1238,CSI: Crime Scene Investigation,3,4,3,4,4,2,2,1,1,2,1,1,3,5,1,3,4,1,4,5
1241,The Apprentice: Los Angeles,3,3,3,3,4,3,3,3,2,3,3,2,2,3,2,3,3,2,3,3
1241,Grey's Anatomy,5,5,5,5,5,5,5,1,1,3,4,3,2,5,1,5,4,1,3,4
1242,Monk,5,4,4,5,4,4,3,1,2,3,4,2,3,4,4,5,3,2,5,5
