statenum	year	popul	lpc_viol	lpc_prop	lpc_murd	efamurd	efaviol	efaprop	xxprison	xxpolice	xxunemp	xxincome	xxpover	xxafdc15	xxgunlaw	xxbeer
9	93	578	3.374785	4.48179	-.2414767	3.128722	4.561298	7.675761	2.554773	2.186147	.085	10.40927	26.4	7030.491	0	28.9
9	94	570	3.2819	4.433507	-.3566749	3.85433	5.341104	8.341335	2.735131	2.201062	.082	10.41379	21.2	6552.645	0	28.7
9	95	551.273	3.286361	4.560084	-.4261261	4.757605	6.121829	8.906283	2.955367	2.126559	.089	10.4532	22.2	5305.85	0	29
9	96	538.273	3.215465	4.554894	-.3044296	5.450505	6.846115	9.382693	2.877908	2.065471	.085	10.47706	24.1	4809.703	0	27.6
9	97	529	3.007758	4.358622	-.5638782	6.219058	7.509375	9.765327	2.857543	2.098946	.079	10.48469	21.8	4670.3	0	27.8
9	98	521												4582.952	0	
9	99	519														
10	66														0	
10	67														0	
10	68														0	
10	69														0	
10	70	6841													0	
10	71	7025													0	
10	72	7511	1.678791	3.841719	-2.095412						.051	9.787065			0	
10	73	7914	1.769076	3.950475	-1.903119				.3237049	.873892	.04275	9.834194			0	
10	74	8299	1.887938	4.180634	-1.941342				.2708621	.8706873	.06233	9.800112			0	
10	75	8518	1.910299	4.234074	-2.019964				.3012955	.9655455	.10675	9.764354			0	
10	76	8667	1.840456	4.125139	-2.261555				.5866511	1.005628	.09008	9.784141			0	
10	77	8856	1.880244	4.056241	-2.333081				.7192824	1.0319	.0825	9.813293			0	
10	78	9102	1.978004	4.086329	-2.260841				.7865976	1.023641	.0665	9.86218			0	
10	79	9426	2.058984	4.16552	-2.162814				.8475333	1.025113	.06008	9.866032			0	
10	80	9746	2.267448	4.288028	-1.949714				.722162	1.020721	.05867	9.87005	16.7		0	
10	81	10193	2.264378	4.255423	-1.901676				.7293701	1.052952	.06808	9.869201	16.6		0	
10	82	10471	2.1884	4.179591	-2.005729				.8224511	1.083422	.08167	9.859031	15.2		0	
10	83	10750	2.105744	4.080189	-2.193418				.9523623	1.097242	.08617	9.899637	14.8		0	
10	84	11040	2.15519	4.080709	-2.167244				.8595678	1.06673	.06317	9.927019	15.1		0	29
10	85	11351	2.243252	4.195978	-2.170023	.0027467	.0298163	.1195397	.8853458	1.079438	.05983	9.959623	13.4	4417.887	0	29.1
10	86	11668	2.339048	4.276136	-2.14131	.0045218	.0466341	.1801446	.9199665	1.080776	.05717	9.998784	11.4	4375.111	0	29.5
10	87	11997	2.328893	4.316812	-2.169116	.0153223	.0942875	.3130212	1.015986	1.117236	.05333	10.0134	12.4	4469.426	1	29.6
10	88	12306	2.419649	4.36501	-2.162251	.0290055	.1524485	.4713345	.9922665	1.146528	.04992	10.02637	13.6	4641.486	1	28.3
10	89	12638	2.409033	4.345772	-2.196671	.0693811	.2666653	.7308766	1.036105	1.175111	.05608	10.05851	12.5	4180.162	1	28.2
10	90	13005	2.516008	4.321141	-2.243975	.140263	.4105369	1.017237	1.151321	1.186307	.05933	10.04745	14.4	4367.509	1	28
10	91	13273	2.47206	4.299338	-2.36419	.2560775	.6052322	1.354615	1.227455	1.194121	.073	10.02699	15.4	4298.805	1	27
10	92	13483	2.491259	4.270215	-2.412463	.4176913	.8231368	1.691079	1.254387	1.364915	.082	10.02214	15.3	4544.852	1	26.7
10	93	13679	2.489932	4.268996	-2.413738	.6192442	1.066325	2.017596	1.275691	1.367711	.07	10.0434	17.8	4342.362	1	26.1
10	94	13953	2.439579	4.263126	-2.482973	.8435289	1.316511	2.311482	1.35222	1.41533	.066	10.06779	14.9	4297.687	1	25.8
10	95	14185.4	2.369764	4.192909	-2.615882	1.099893	1.577217	2.575075	1.4103	1.430525	.055	10.10741	16.2	4090.413	1	25.4
10	96	14426.9	2.3505	4.16423	-2.594916	1.351626	1.833013	2.800525	1.504777	1.276116	.051	10.12828	14.2	3559.604	1	25.3
10	97	14654	2.325895	4.134881	-2.672785	1.616429	2.082258	2.991662	1.486078	1.344834	.048	10.12014	14.3	3672.373	1	25.2
10	98	14908												3790.121	1	
10	99	15111.2														
11	66														0	
11	67														0	
11	68														0	
11	69														0	
11	70	4603													0	
11	71	4664													0	
11	72	4809	1.310001	3.267553	-1.708602						.04052	9.63889			0	
11	73	4910	1.391272	3.381562	-1.772796				.5366892	.5864919	.03952	9.684865			0	
11	74	4999	1.462853	3.523125	-1.750801				.5261857	.6987324	.05453	9.659981			0	
11	75	5064	1.496147	3.70215	-1.96324				.619593	.7880208	.0859	9.629609			0	
11	76	5133	1.41026	3.748814	-2.00386				.7216663	.8729478	.08114	9.67143			0	
11	77	5220	1.44773	3.60913	-2.175058				.7644752	.8786942	.06906	9.693337			0	
11	78	5296	1.533556	3.717672	-1.980294				.7672483	.9021685	.05667	9.736651			0	
11	79	5401	1.666613	3.829426	-1.817832				.7156452	.8597364	.05092	9.729302			0	
11	80	5463	1.702966	3.910198	-1.995057				.7700945	.8381841	.064	9.701445	13.9		0	
11	81	5568	1.701576	3.928149	-1.757858				.7803873	.9173518	.064	9.704944	16.3		0	
11	82	5650	1.56281	3.855956	-2.069929				.798804	.9298478	.07817	9.707344	19.6		0	
11	83	5728	1.519591	3.701638	-2.473105				.9101124	.9160075	.07492	9.755732	18.8		0	
11	84	5835	1.566006	3.694097	-2.369011				.958341	.9106182	.06025	9.82549	16.9		0	21.3
11	85	5963	1.625937	3.831452	-2.263609	.0020527	.0219144	.0868355	.9168733	.8718919	.06542	9.862127	17.7	5112.835	0	21.4
11	86	6085	1.774047	3.888343	-2.182704	.0032563	.0335151	.129267	.9463883	.8746858	.05925	9.913809	14.6	4850.667	0	22.1
11	87	6208	1.754007	3.956481	-2.133723	.0099506	.0642731	.2176222	.9573428	.9032896	.05475	9.930798	14.6	4607.656	0	22.3
11	88	6316	1.90851	4.049596	-2.133438	.0222761	.114759	.3521578	1.049081	.981574	.058	9.952863	14	4554.729	0	21.7
11	89	6411	1.999699	4.152928	-2.056466	.0479397	.1899704	.5265626	1.048285	1.05382	.05533	9.953909	15	3945.761	1	21.5
11	90	6508	2.018707	4.090971	-2.138301	.10056	.2974467	.7387412	1.118483	1.033966	.0545	9.953298	15.8	3579.926	1	22.3
11	91	6628	1.998352	4.051929	-2.054999	.1858088	.4382052	.9829736	1.202943	1.014001	.05	9.941865	17.2	3249.49	1	21.2
11	92	6773	1.988948	4.034918	-2.212699	.3017064	.5992203	1.237081	1.244582	1.23093	.069	9.958565	17.8	3210	1	21.6
11	93	6917	1.978421	4.001832	-2.170971	.446806	.775547	1.483591	1.299833	1.313622	.058	9.967873	13.5	3160.767	1	21.7
11	94	7055	1.8986	3.978312	-2.306135	.611711	.963616	1.7099	1.364776	1.303676	.052	9.99824	14	3130.414	1	21.4
11	95	7188.54	1.884382	3.980768	-2.353748	.7974963	1.16144	1.919361	1.555568	1.272274	.049	10.05544	12.1	3108.713	1	21.5
11	96	7332.23	1.857145	4.040773	-2.454314	.9915782	1.357491	2.104106	1.561666	1.301293	.046	10.07977	14.8	3178.218	1	22
11	97	7486	1.802654	3.94837	-2.58751	1.186343	1.550022	2.268805	1.567033	1.337959	.045	10.08141	14.5	3392.953	1	21.6
11	98	7637												3480.723	1	
11	99	7788.24														
12	66														0	
12	67														0	
12	68														0	
12	69														0	
12	70	773													0	
12	71	790													0	
12	72	828	.4182653	3.773843	-2.71168						.07661	9.938908			0	
12	73	852	.4186794	3.848098	-2.963397				-1.015231	1.055843	.07375	9.956404			0	
12	74	868	.7080131	4.046864	-2.517696				-1.060611	1.024324	.07864	9.973766			0	
12	75	886	.7570859	4.03787	-2.582024				-1.03285	.9449095	.08392	9.938029			0	
12	76	904	.8109302	4.090687	-2.799496				-.9696058	1.010574	.0975	9.941055			0	
12	77	918	.7846872	4.121143	-2.663314				-1.016869	1.018416	.07426	9.941869			0	
12	78	932	.9554289	4.190889	-2.742988				-.8407832	1.01654	.07608	9.960402			0	
12	79	953	1.023077	4.20176	-2.66996				-.6511242	1.04158	.06175	9.956019			0	
12	80	965	1.096538	4.273942	-2.441311				-.5698993	1.040651	.04792	9.954881	8.5		0	
12	81	978	.9076647	4.143492	-3.035362				-.4359777	.9559099	.05317	9.918258	11.3		0	
12	82	994	.9389693	4.14766	-3.46775				-.2561464	.9754467	.06742	9.901814	13.2		0	
12	83	1013	.9344855	4.027553	-2.87762				-.0960147	.9726216	.0635	9.945851	13.4		0	
12	84	1028	.8515965	3.971924	-3.40901				.0500586	.9844013	.05708	9.951848	9.3		0	28.7
12	85	1040	.7993247	3.921612	-3.185776	.0143744	.0805785	.2569315	.2575638	.9796126	.05625	9.970457	10.7	11963.04	0	27.7
12	86	1052	.9063556	4.003281	-3.026623	.0322866	.138252	.3998092	.3170542	.9868209	.04883	10.01452	10.7	13553.33	0	28
12	87	1068	.9818821	4.03117	-3.022299	.0685839	.2226833	.5804549	.3686749	.9746314	.03883	10.03146	8.8	13592.58	0	27.6
12	88	1080	.9562234	4.060603	-3.200527	.1293948	.3378911	.8005046	.3607863	1.017711	.03083	10.07627	11.1	12276.08	0	28.5
12	89	1095	1.00919	4.109796	-3.028218	.2197276	.4767609	1.036399	.3351486	1.061513	.02475	10.11748	11.3	12071.68	0	27.1
12	90	1114	1.02763	4.059684	-3.231523	.3392384	.6329653	1.270004	.4700036	1.06707	.02783	10.15219	11	11634.76	0	29.3
12	91	1135	.8827841	4.048062	-3.227726	.4865315	.819942	1.53479	.427366	1.06885	.028	10.14555	7.7	11813.25	0	27.8
12	92	1156	.9529796	4.073085	-3.315051	.6500511	1.002591	1.758655	.4420845	1.061516	.045	10.15199	11	11759.41	0	27.4
12	93	1172	.96003	4.096972	-3.259804	.8326713	1.207062	1.993568	.6534419	1.075864	.042	10.1642	8	11313.77	0	26.3
12	94	1179	.963828	4.161742	-3.160399	1.02685	1.413766	2.210462	.6871566	1.060347	.061	10.17344	8.7	10319.75	0	25.5
12	95	1180.49	1.089401	4.240033	-3.048333	1.226952	1.628636	2.425472	1.039206	1.027132	.059	10.18688	10.3	9022.281	0	25.3
12	96	1184.43	1.031302	4.143398	-3.388141	1.426657	1.836466	2.628818	1.103831	1.003762	.064	10.17622	12.1	8242.178	0	25.4
12	97	1187	1.02219	4.050913	-3.229037	1.628683	2.051509	2.836848	1.219776	1.02223	.064	10.15451	13.9	8103.171	0	24.9
12	98	1190												7850.963	0	
12	99	1185.5														
13	66														0	
13	67														0	
13	68														0	
13	69														0	
13	70	718													0	
13	71	737													0	
13	72	763	.3520772	3.480252	-3.269962						.04996	9.651839			0	
13	73	782	.4801818	3.479113	-3.666122				-.7050129	.6441276	.04596	9.721051			0	
13	74	808	.5950485	3.652168	-2.8879				-.6074154	.6848004	.04887	9.746263			0	
13	75	832	.6967465	3.658587	-2.962632				-.4311638	.7491016	.05807	9.692201			0	
13	76	857	.7877145	3.668962	-2.969248				-.3608043	.7599742	.05738	9.731101			0	
13	77	883	.8324659	3.630588	-2.933178				-.2284083	.8389282	.05897	9.726507			0	
13	78	911	.8236554	3.594979	-2.964395				-.1605889	.8814906	.05575	9.768933			0	
13	79	933	1.029849	3.646348	-2.946585				-.1274343	.9019179	.05583	9.737336			0	
13	80	944	1.141804	3.799314	-3.48283				-.1169795	.865505	.07925	9.711496	14.7		0	
13	81	962	1.038269	3.74578	-3.107814				-.1444871	.8774089	.07492	9.684898	17.7		0	
13	82	974	.9430346	3.63461	-3.703357				-.0052111	.8729535	.09942	9.645257	15.6		0	
13	83	982	.8772492	3.598121	-3.334243				.0694035	.8811848	.09842	9.694544	17.3		0	
13	84	991	.8655815	3.547039	-3.372354				.1895931	.8183702	.0715	9.707316	17.3		0	23.2
13	85	994	.8646797	3.614663	-3.810695	.000425	.0046186	.0185314	.2345814	.8458553	.07958	9.715257	16	8885.412	0	22.3
13	86	990	.8129484	3.698029	-3.431969	.0007045	.0073365	.0285479	.3083424	.8501681	.08683	9.736214	18.5	9748.889	0	22.5
13	87	985	.7749845	3.687406	-3.458654	.0020964	.0139003	.0475422	.3802336	.8293895	.08042	9.740723	15.1	8247.704	0	22
13	88	986	.8663843	3.634298	-3.310138	.0045531	.0243917	.0762405	.4058035	.8423545	.05875	9.766004	12.5	8415.405	0	21.1
13	89	994	.9545824	3.624421	-3.643641	.0101255	.0416059	.118176	.5912739	.8491796	.051	9.827927	12.4	8204.056	0	21.6
13	90	1013	1.008095	3.626484	-3.624835	.0211992	.0661948	.1705444	.6891149	.9266992	.0585	9.839928	14.9	8126.431	1	22.9
13	91	1038	1.066636	3.66593	-4.000612	.0397423	.100082	.2349216	.7213729	.9866121	.061	9.835094	13.9	8360.668	1	22.2
13	92	1066	1.035698	3.615824	-3.360751	.0654659	.1383733	.3002701	.7718551	.9346188	.065	9.85615	15	8009.11	1	22.6
13	93	1099	1.036033	3.573281	-3.53642	.0992739	.1833582	.3699256	.831358	.946232	.061	9.877363	13.1	7562.209	1	21.8
13	94	1133	1.050087	3.635261	-3.343745	.1394153	.2354997	.4462394	.8634158	.8925349	.056	9.903079	12	6977.108	1	21.4
13	95	1165	1.167701	3.706829	-3.189275	.1857761	.2929415	.5244908	.9086713	.8768652	.054	9.919679	14.5	6030.437	1	20.1
13	96	1187.71	.9839136	3.624184	-3.318579	.2385149	.3569756	.6062501	1.04965	.9012424	.052	9.933634	11.9	5339.406	1	20.6
13	97	1210	.9430373	3.602349	-3.434814	.298288	.4261903	.6869267	1.171885	.8940653	.053	9.921952	14.7	5149.306	1	20.1
13	98	1231												4950.361	1	
13	99	1251.7														
14	66														0	
14	67														0	
14	68														0	
14	69														0	
14	70	11125													0	
14	71	11182													0	
14	72	11252	1.625343	3.491272	-2.43566						.05142	9.908161			0	
14	73	11251	1.714021	3.628078	-2.269454				-.6924365	.9936335	.04125	9.961596			0	
14	74	11262	1.824286	3.807578	-2.14456				-.6976904	1.047682	.04242	9.946315			0	
14	75	11292	1.69118	3.864801	-2.259428				-.5242642	1.062939	.071	9.93419			0	
14	76	11343	1.534837	3.815549	-2.279319				-.3621807	1.081493	.06542	9.965498			0	
14	77	11386	1.496083	3.781247	-2.328926				-.1524624	1.121476	.06167	9.996949			0	
14	78	11413	1.523447	3.803245	-2.332196				-.0651359	1.107763	.06058	10.0236			0	
14	79	11397	1.556633	3.832806	-2.248532				-.0584529	1.116673	.055	10.01367			0	
14	80	11427	1.591656	3.860911	-2.249499				-.0031637	1.139922	.08267	9.962173	12.3		0	
14	81	11443	1.491915	3.809073	-2.250899				-.0634948	1.197467	.08508	9.965017	12.1		0	
14	82	11423	1.514749	3.777999	-2.430641				.2018934	1.184159	.11317	9.944979	13.4		0	
14	83	11409	1.991988	3.880697	-2.328242				.199779	1.1839	.11425	9.954803	14.4		0	
14	84	11412	1.989474	3.83277	-2.402198				.3078558	1.168293	.09133	10.00314	15		0	24.6
14	85	11400	1.966376	3.83965	-2.509415	.0026583	.0283891	.1125166	.4052314	1.171376	.09042	10.02082	15.6	11516.29	0	24.3
14	86	11387	2.104997	3.87437	-2.409733	.004093	.0419802	.1614882	.4913745	1.144586	.08108	10.0553	13.3	11318.22	0	24.7
14	87	11391	2.09131	3.849679	-2.46638	.0140093	.0846759	.2779054	.5356832	1.207191	.07358	10.06775	14.4	11150.53	0	25.1
14	88	11390	2.105835	3.886801	-2.441777	.0282449	.141672	.4268145	.5553805	1.191571	.068	10.08796	12.7	11365.14	0	25
14	89	11410	2.156693	3.891307	-2.384748	.0630871	.2361312	.6354875	.6156364	1.176153	.05975	10.11391	12.7	10782.47	0	24.4
14	90	11449	2.267792	3.903939	-2.270694	.1320314	.3701357	.8905653	.7727988	1.180554	.06142	10.11675	13.7	10166.99	0	25.7
14	91	11525	2.342598	3.931984	-2.182154	.2364245	.5330209	1.157343	.8768653	1.18326	.071	10.09824	13.5	9139.19	0	24.4
14	92	11613	2.281121	3.87026	-2.172979	.379021	.713747	1.417976	.9267349	1.221169	.075	10.12329	15.3	8581.188	0	23.8
14	93	11697	2.261485	3.841213	-2.172651	.5520248	.9035285	1.64934	1.002297	1.196427	.074	10.12783	13.6	7916.688	0	23.5
14	94	11752	2.262727	3.842657	-2.14339	.7347766	1.093947	1.845348	1.081482	1.205715	.057	10.15419	12.4	7136.282	0	23.6
14	95	11884.9	2.294022	3.793014	-2.275601	.9328693	1.281201	2.008468	1.134138	1.248182	.052	10.20035	12.4	6474.538	0	23.2
14	96	11953	2.172835	3.781991	-2.316316	1.122657	1.462763	2.146785	1.153274	1.259465	.053	10.22424	12.1	6080.99	0	22.9
14	97	11896	2.153426	3.756468	-2.384535	1.306159	1.636929	2.268031	1.178777	1.267721	.047	10.23659	11.2	5867.813	0	22.9
14	98	12070												5588.494	0	
14	99	12128.4														
15	66														1	
15	67														1	
15	68														1	
15	69														1	
15	70	5203													1	
15	71	5244													1	
15	72	5302	.8475134	3.39832	-2.813788						.04372	9.731873			1	
15	73	5338	.9422528	3.542338	-2.621601				-.3207905	.5291405	.04343	9.806883			1	
15	74	5362	1.069919	3.693735	-2.530308				-.4638033	.5937635	.05441	9.763185			1	
15	75	5366	1.192182	3.813678	-2.480815				-.5638676	.6412844	.08684	9.743661			1	
15	76	5389	1.132306	3.758296	-2.65987				-.3198757	.6757587	.06098	9.798755			1	
15	77	5426	1.115365	3.661556	-2.620072				-.2485613	.6950937	.05734	9.833315			1	
15	78	5470	1.156214	3.674934	-2.795893				-.2442832	.7235502	.05683	9.865232			1	
15	79	5501	1.199454	3.734118	-2.507892				-.2185836	.672086	.06392	9.851489			1	
15	80	5490	1.323964	3.812993	-2.426535				-.0428995	.7215528	.09592	9.795776	11.8		1	
15	81	5480	1.22592	3.734676	-2.647855				.134601	.7466966	.10067	9.78815	12.6		1	
15	82	5468	1.101048	3.721153	-2.73455				.3216338	.7586547	.11942	9.757754	12.6		1	
15	83	5450	1.048252	3.654938	-2.947379				.41674	.775354	.11067	9.775058	16.1		1	
15	84	5458	1.123165	3.597518	-2.891105				.4986044	.75694	.08633	9.829457	12.9		1	22
15	85	5459	1.136771	3.592112	-2.83983	.0005381	.0059277	.0240052	.5071177	.7395964	.07875	9.844302	12	7148.042	1	22
15	86	5454	1.133151	3.577844	-2.808047	.000926	.0096804	.0377754	.5817437	.7348554	.0675	9.882232	12.7	7038.223	1	22.1
15	87	5473	1.19989	3.645827	-2.880734	.0022713	.0173267	.0623643	.6025289	.7605008	.06367	9.897043	11.1	6496.794	1	21.9
15	88	5492	1.350095	3.644658	-2.730515	.0058015	.0329299	.1066509	.6642295	.7741873	.05317	9.915045	10.1	6029.594	1	21.9
15	89	5524	1.414803	3.709626	-2.75039	.0123769	.0562645	.1671547	.7189406	.7875962	.04733	9.936582	13.7	5860.041	1	21.5
15	90	5557	1.55356	3.737592	-2.782172	.0263215	.0903303	.2418307	.8360368	.7886384	.05308	9.935142	13	5763.68	1	22.4
15	91	5607	1.620576	3.764633	-2.584399	.0508446	.136526	.3305915	.8781046	.7894875	.059	9.921082	15.7	5720.457	1	21.6
15	92	5658	1.626992	3.733233	-2.500941	.0874404	.1960008	.4357408	.9353342	.8200241	.065	9.953797	11.7	5911.485	1	20.7
15	93	5713	1.587351	3.682862	-2.586714	.1360019	.2659518	.5511452	.8909457	.861811	.053	9.965633	12.2	5612.577	1	20.5
15	94	5752	1.65846	3.705667	-2.541411	.1976009	.3493927	.6766557	.9219808	.8528089	.049	10.00135	13.7	5013.967	1	20.6
15	95	5791.82	1.659672	3.717155	-2.520016	.2711352	.4387516	.7916005	.9594355	.8596394	.047	10.04371	9.6	4744.878	1	20.1
15	96	5834.91	1.681866	3.680186	-2.631359	.3586138	.5362123	.9023588	1.023924	.8519308	.041	10.06089	7.5	4301.188	1	20.3
15	97	5864	1.638314	3.676711	-2.612802	.4520454	.6318316	.9975829	1.066999	.8712625	.035	10.05211	8.8	4251.171	1	20.3
15	98	5908												4138.193	1	
15	99	5942.9														
16	66														0	
16	67														0	
16	68														0	
16	69														0	
16	70	2832													0	
16	71	2860													0	
16	72	2860	-.1269596	3.20438	-4.046554						.01917	9.730265			0	
16	73	2864	.0363427	3.320514	-3.81684				-.7838526	.4481316	.02098	9.858372			0	
16	74	2868	.1862075	3.489733	-3.972386				-.7143195	.5078183	.02188	9.788277			0	
16	75	2881	.3378597	3.625308	-3.703213				-.6642792	.527835	.04346	9.800288			0	
16	76	2903	.2726716	3.65688	-3.768807				-.478159	.565992	.0397	9.803332			0	
16	77	2914	.3523761	3.603554	-3.772589				-.4286389	.5896221	.04043	9.83932			0	
16	78	2918	.4711168	3.634922	-3.674589				-.3614909	.6628366	.04033	9.914184			0	
16	79	2916	.5897281	3.714107	-3.803581				-.3974439	.6570334	.0415	9.881053			0	
16	80	2914	.692804	3.814789	-3.834147				-.2544056	.682286	.05717	9.810102	10.8		0	
16	81	2908	.710026	3.805615	-3.644487				-.1616715	.6584051	.06942	9.838684	13.1		0	
16	82	2888	.5524672	3.685654	-3.763627				-.0853871	.6538714	.0855	9.795305	13.4		0	
16	83	2871	.6058508	3.632891	-3.742908				-.0206409	.7133707	.08117	9.783572	16.7		0	
16	84	2859	.7041048	3.601439	-3.88069				-.0200534	.690706	.07025	9.831582	14.6		0	23.9
16	85	2830	.7689952	3.638209	-3.940699	.0011209	.0118521	.0466386	-.0080773	.6857749	.0795	9.839345	17.9	9431.444	0	22.9
16	86	2792	.875797	3.688458	-4.002688	.0016971	.0172309	.065766	-.0518514	.685877	.07033	9.870234	12.9	9225.777	0	23.3
16	87	2767	.8621593	3.689792	-3.847981	.0053556	.033169	.1097165	-.005387	.7119521	.05525	9.887944	14.5	8662.394	0	23.1
16	88	2768	.9668685	3.666355	-4.075733	.0120489	.059595	.1788059	.0299061	.7157485	.04483	9.875571	9.4	8805.811	0	23
16	89	2771	1.00406	3.666149	-3.937979	.0256427	.0978063	.2656525	.0917568	.710162	.043	9.915924	10.3	10860.61	0	22.7
16	90	2779	1.096691	3.637094	-3.940862	.0542648	.1539475	.3730374	.2572712	.7394252	.042	9.927806	10.4	9952.192	0	23.6
16	91	2790	1.111315	3.647432	-3.890746	.0981432	.2210849	.4827089	.355919	.7659949	.046	9.911109	9.6	8800.703	0	23.5
16	92	2803	1.025483	3.608485	-4.154256	.1565879	.2957562	.5927027	.3958612	.7575177	.046	9.942481	11.3	8644.753	0	23.3
16	93	2814	1.18013	3.561321	-3.752707	.2272493	.376716	.7023681	.4773791	.7665541	.04	9.920983	10.3	8389.325	0	23
16	94	2829	1.1477	3.508412	-4.097531	.3022286	.4615041	.804953	.55422	.7725336	.037	9.996867	10.7	7879.092	0	23.3
16	95	2840.86	1.265553	3.624076	-4.020037	.3846815	.5504249	.9016989	.6533042	.7969689	.035	10.00185	12.2	7175.752	0	22.7
16	96	2848.47	1.003616	3.520644	-3.984246	.4718013	.6419794	.9926711	.7318619	.8256933	.038	10.04901	9.6	6504.753	0	23.1
16	97	2852	1.131379	3.55701	-4.004532	.5592635	.7354447	1.08409	.8004112	.8386186	.033	10.04928	9.6	6406.694	0	23.3
16	98	2861												6323.313	0	
16	99	2869.41														
17	66														0	
17	67														0	
17	68														0	
17	69														0	
17	70	2249													0	
17	71	2257													0	
17	72	2256	.7418107	3.465071	-3.210489						.03627	9.768118			0	
17	73	2266	.7825828	3.501111	-2.80579				-.3176783	.6620846	.02996	9.838229			0	
17	74	2270	1.016315	3.694885	-2.671289				-.514953	.7004024	.03393	9.810897			0	
17	75	2281	1.017046	3.793542	-2.928348				-.468419	.7069284	.04639	9.800612			0	
17	76	2301	1.04291	3.809633	-3.096708				-.3028484	.7703193	.04236	9.830626			0	
17	77	2321	1.132916	3.752596	-2.719316				-.1019379	.8021516	.04021	9.848077			0	
17	78	2336	1.162589	3.74895	-2.865846				-.0328473	.8177526	.03083	9.875605			0	
17	79	2351	1.27053	3.823626	-2.895061				.0012834	.799449	.034	9.903797			0	
17	80	2364	1.355364	3.906015	-2.67436				-.026289	.8376507	.04483	9.862444	9.4		0	
17	81	2385	1.305098	3.917292	-2.759675				.0535327	.8737752	.04192	9.877179	11.7		0	
17	82	2401	1.214496	3.835049	-2.856387				.1496482	.8801746	.06258	9.881304	10.4		0	
17	83	2416	1.187152	3.742153	-2.869888				.2483947	.9073378	.06058	9.885566	13.5		0	
17	84	2424	1.212231	3.69593	-3.304538				.42757	.8901235	.05267	9.916465	10.7		0	20.7
17	85	2427	1.278504	3.703137	-2.998621	.003997	.0409522	.1574067	.5600871	.8871576	.05008	9.935948	13.8	9630.001	0	20.1
17	86	2433	1.316509	3.807776	-3.114749	.0056541	.0562617	.2113284	.667692	.8948848	.05433	9.961418	11.1	7989.333	0	19.9
17	87	2445	1.295595	3.828801	-3.10132	.0243868	.1276406	.3923496	.7870365	.9155506	.04967	9.96282	9.2	8892.775	0	19.7
17	88	2462	1.305431	3.820022	-3.366078	.0440473	.202707	.5824137	.8605316	.9452339	.0475	9.969703	8.1	8155.135	0	19.3
17	89	2473	1.404427	3.840769	-2.885934	.1015906	.3386626	.8570786	.8598107	.9717508	.04058	9.962953	10.8	7852.455	0	19.4
17	90	2480	1.498056	3.858784	-3.231046	.2041215	.5015185	1.127591	.8201877	.9953313	.04383	9.983666	10.3	7696.84	0	19.7
17	91	2491	1.61024	3.920545	-2.790002	.3501632	.6994534	1.411198	.8452797	1.019778	.044	9.976418	12.3	7649.842	0	20
17	92	2515	1.634024	3.876274	-2.812748	.5256842	.8813289	1.633	.8627765	1.078882	.042	9.998267	11	7532.376	0	19.2
17	93	2531	1.602221	3.801954	-2.754965	.7218831	1.072394	1.825032	.8741425	1.136456	.05	10.00207	13.1	6941.872	0	19.4
17	94	2554	1.48838	3.785088	-2.709618	.9044099	1.249096	1.96152	.8165774	1.162261	.053	10.02658	14.9	6658.76	0	19.5
17	95	2586.94	1.428329	3.790605	-2.789328	1.107493	1.428032	2.080781	.9140957	1.151236	.044	10.04495	10.8	6334.295	0	19.1
17	96	2598.27	1.409964	3.743561	-2.726801	1.279348	1.592372	2.180193	1.003118	1.187116	.045	10.07641	11.2	5614.852	0	18.9
17	97	2595	1.409058	3.726719	-2.817917	1.451805	1.747804	2.265757	1.093622	1.222858	.038	10.08714	9.7	6087.357	0	19.7
17	98	2639												5878.554	0	
17	99	2654.05														
18	66														0	
18	67														0	
18	68														0	
18	69														0	
18	70	3230													0	
18	71	3276													0	
18	72	3336	.8029045	2.988542	-2.334875						.05836	9.547482			0	
18	73	3371	.7803069	3.009418	-2.345312				-.1260228	.3917828	.0364	9.598115			0	
18	74	3416	.8329346	3.211672	-2.286901				-.1320492	.4893568	.0466	9.600525			0	
18	75	3468	.9499731	3.380326	-2.307789				-.1130009	.555089	.0758	9.579324			0	
18	76	3529	.9347646	3.383655	-2.277126				-.0661546	.6705465	.05594	9.624857			0	
18	77	3574	.8153351	3.291954	-2.326369				.0356286	.6652758	.04639	9.672666			0	
18	78	3610	.771313	3.300637	-2.435721				.0237777	.6501252	.05267	9.703743			0	
18	79	3642	.8762921	3.347502	-2.386158				-.0628778	.6623452	.05575	9.70251			0	
18	80	3661	.9755229	3.450044	-2.434051				.0133644	.6712171	.08	9.661359	19.3		0	
18	81	3670	1.060568	3.476323	-2.477847				-.0201414	.686295	.08383	9.665572	19.3		0	
18	82	3683	1.142958	3.477947	-2.339365				.0843512	.6224499	.10617	9.65426	16.2		0	
18	83	3694	1.175443	3.443443	-2.317311				.0902868	.635014	.11667	9.642765	18		0	
18	84	3695	1.029233	3.296218	-2.717568				.2562652	.6563383	.09333	9.699555	19.1		0	18.5
18	85	3695	1.125228	3.282345	-2.669558	.0010306	.0110932	.0442126	.4030264	.6588722	.09475	9.703631	19.4	5609.228	0	18.9
18	86	3688	1.218001	3.327798	-2.699411	.0016362	.0169289	.0655534	.4460381	.6905728	.09292	9.729917	17.7	5659.111	0	19.2
